"order","level","unitId","unitCanDoKo","chapterId","chapterSequence","stageId","assetPath","sha256","bytes","sourceCatalog","sourceRoot","mappingStatus"
"124","b2","b2_02_professional_opinion","상대 근거를 인정하면서 다른 기준을 제시하고 절충할 수 있어요.","ansarangchae","9","ansarangchae-walls","assets/illustrations/personal_hanok_v3/construction/ansarangchae/stage_09_walls.webp","5ce6b597cc909b53ee71e68cef4f4fbd21b63f49932c04d58fb97f65938d6947","1453830","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"125","b2","b2_02_professional_opinion","상대 근거를 인정하면서 다른 기준을 제시하고 절충할 수 있어요.","ansarangchae","10","ansarangchae-ondol","assets/illustrations/personal_hanok_v3/construction/ansarangchae/stage_10_ondol.webp","e9140ecff0741c13ae76624d8ecf12b11a0c2eacc2dde18f50b1a2c9cbe8ad10","1431590","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"126","b2","b2_02_professional_opinion","상대 근거를 인정하면서 다른 기준을 제시하고 절충할 수 있어요.","ansarangchae","11","ansarangchae-maru_interior","assets/illustrations/personal_hanok_v3/construction/ansarangchae/stage_11_maru_interior.webp","b2a6085665b56435388cba128b58bd3127cb671fff9362bdb4ff0d9cb8a8d30f","1468742","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"127","b2","b2_03_precise_requests","요청의 범위·일정·조건을 구체화해 실행 가능한 합의를 만들 수 있어요.","ansarangchae","12","ansarangchae-maru_porch","assets/illustrations/personal_hanok_v3/construction/ansarangchae/stage_12_maru_porch.webp","ffe3728de102cbaffe6a35948ed567fdfebacc52af94da69d6c4b49730bf953f","1451584","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"128","b2","b2_03_precise_requests","요청의 범위·일정·조건을 구체화해 실행 가능한 합의를 만들 수 있어요.","ansarangchae","13","ansarangchae-doors","assets/illustrations/personal_hanok_v3/construction/ansarangchae/stage_13_doors.webp","6c0ffc40e655a9691552ecee803effc970222f19084cb3f2d5003b1b47097b5a","1512596","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"129","b2","b2_03_precise_requests","요청의 범위·일정·조건을 구체화해 실행 가능한 합의를 만들 수 있어요.","ansarangchae","14","ansarangchae-complete","assets/illustrations/personal_hanok_v3/construction/ansarangchae/stage_14_complete.webp","c529c22825d9db4734241e122ad272b01e5a2d14b1f913d020b23085db7cfb95","1553862","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"130","b2","b2_03_precise_requests","요청의 범위·일정·조건을 구체화해 실행 가능한 합의를 만들 수 있어요.","sadangmun","1","sadangmun-foundation","assets/illustrations/personal_hanok_v3/construction/sadangmun/stage_01_foundation.webp","41334087690b3e86d7ac209b147c44ca7ec2ccee9a1ab810c81b48cd319fece4","816174","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"131","b2","b2_03_precise_requests","요청의 범위·일정·조건을 구체화해 실행 가능한 합의를 만들 수 있어요.","sadangmun","2","sadangmun-posts","assets/illustrations/personal_hanok_v3/construction/sadangmun/stage_02_posts.webp","9b67da2af1c8b5c600cc87bb166582d99b75177d73ba94bbf1f0a126077e1d0a","899996","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"132","b2","b2_03_precise_requests","요청의 범위·일정·조건을 구체화해 실행 가능한 합의를 만들 수 있어요.","sadangmun","3","sadangmun-beams","assets/illustrations/personal_hanok_v3/construction/sadangmun/stage_03_beams.webp","f52ae46930b9727b4ebd6ac9ad91bf9bf2bfeff2e32447cafed07ed5cd7695b5","1028140","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"133","b2","b2_04_complaint_resolution","주거·소비·교통 문제에서 근거를 비교하고 책임과 해결 범위를 협의할 수 있어요.","sadangmun","4","sadangmun-rafters","assets/illustrations/personal_hanok_v3/construction/sadangmun/stage_04_rafters.webp","581d7f4744fcb505de4207fd6e0eb1f2357f9e4d43fe9e1f028cfa5b93c20424","1238526","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"134","b2","b2_04_complaint_resolution","주거·소비·교통 문제에서 근거를 비교하고 책임과 해결 범위를 협의할 수 있어요.","sadangmun","5","sadangmun-roof_bed","assets/illustrations/personal_hanok_v3/construction/sadangmun/stage_05_roof_bed.webp","61160f6763656029659b31511a9f7a932b3df20e5fde1acfdbdf293913a82299","1325402","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"135","b2","b2_04_complaint_resolution","주거·소비·교통 문제에서 근거를 비교하고 책임과 해결 범위를 협의할 수 있어요.","sadangmun","6","sadangmun-tiles","assets/illustrations/personal_hanok_v3/construction/sadangmun/stage_06_tiles.webp","7980d076a6f083a8d6b857ecaf090b07ca5d50819be3066fef38820e859c5f6f","1241588","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"136","b2","b2_04_complaint_resolution","주거·소비·교통 문제에서 근거를 비교하고 책임과 해결 범위를 협의할 수 있어요.","sadangmun","7","sadangmun-doors","assets/illustrations/personal_hanok_v3/construction/sadangmun/stage_07_doors.webp","1732811fea530c6d033b165333f5122fd5a3b49dd4fe692e794bdfff8dcffeee","1300270","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"137","b2","b2_04_complaint_resolution","주거·소비·교통 문제에서 근거를 비교하고 책임과 해결 범위를 협의할 수 있어요.","sadangmun","8","sadangmun-complete","assets/illustrations/personal_hanok_v3/construction/sadangmun/stage_08_complete.webp","7e6b230f7dfe52cf0c421cd1e1d7be459b5b444e6840dc4873e9df593dbe6e0d","1348602","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"138","b2","b2_05_interview","면접에서 경험을 과장하지 않고 업무와 연결해 구체적으로 설명할 수 있어요.","sadang","1","sadang-site","assets/illustrations/personal_hanok_v3/construction/sadang/stage_01_site.webp","9070886da13bc219b6eae7d6ecacb2e0e623645559c974fc3ead1623522f6a0e","973320","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"139","b2","b2_05_interview","면접에서 경험을 과장하지 않고 업무와 연결해 구체적으로 설명할 수 있어요.","sadang","2","sadang-foundation","assets/illustrations/personal_hanok_v3/construction/sadang/stage_02_foundation.webp","b8d34813e18e63128206d376d93b8cdd5c2bf2c5c1af429d135be90363095d84","917910","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"140","b2","b2_05_interview","면접에서 경험을 과장하지 않고 업무와 연결해 구체적으로 설명할 수 있어요.","sadang","3","sadang-padstones","assets/illustrations/personal_hanok_v3/construction/sadang/stage_03_padstones.webp","723331284d260034ba155862e6efd177b0fdba32d28ee850063c363d7614301d","936696","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"141","b2","b2_05_interview","면접에서 경험을 과장하지 않고 업무와 연결해 구체적으로 설명할 수 있어요.","sadang","4","sadang-posts","assets/illustrations/personal_hanok_v3/construction/sadang/stage_04_posts.webp","aa7384d8b0d67659d7bab56592706164124f0b5e34979033d7a8a72d40cd9cab","1058962","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"142","b2","b2_05_interview","면접에서 경험을 과장하지 않고 업무와 연결해 구체적으로 설명할 수 있어요.","sadang","5","sadang-brackets","assets/illustrations/personal_hanok_v3/construction/sadang/stage_05_brackets.webp","a8be7c2f0fad97ed4e23b586e1beafb9aef3b390e09abc8771f2c0f2376ed2ae","1290158","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"143","b2","b2_05_interview","면접에서 경험을 과장하지 않고 업무와 연결해 구체적으로 설명할 수 있어요.","sadang","6","sadang-rafters","assets/illustrations/personal_hanok_v3/construction/sadang/stage_06_rafters.webp","6dc9f6e080af42ff699e751bf978556274df1b7d611d7d1aa32fe69f8b006a2e","1481842","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"144","b2","b2_06_advanced_capstone","서로 다른 이해관계와 현실 제약을 비교해 시험 가능한 절충안을 만들 수 있어요.","sadang","7","sadang-roof_bed","assets/illustrations/personal_hanok_v3/construction/sadang/stage_07_roof_bed.webp","065e167a2560226cf9f4b3c027b0d3a242717818f248b2138bdc6c661ff3506c","1500094","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"145","b2","b2_06_advanced_capstone","서로 다른 이해관계와 현실 제약을 비교해 시험 가능한 절충안을 만들 수 있어요.","sadang","8","sadang-tiles","assets/illustrations/personal_hanok_v3/construction/sadang/stage_08_tiles.webp","486076cfaf36fb23d7c89b5bee404f2b200b758378e80cffa399f2d2eb11770d","1475644","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"146","b2","b2_06_advanced_capstone","서로 다른 이해관계와 현실 제약을 비교해 시험 가능한 절충안을 만들 수 있어요.","sadang","9","sadang-maru_interior","assets/illustrations/personal_hanok_v3/construction/sadang/stage_09_maru_interior.webp","0d495e15c20813f08400f8880d2464f6af44de221167487f1a11de2695e38a51","1438012","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"147","b2","b2_06_advanced_capstone","서로 다른 이해관계와 현실 제약을 비교해 시험 가능한 절충안을 만들 수 있어요.","sadang","10","sadang-walls","assets/illustrations/personal_hanok_v3/construction/sadang/stage_10_walls.webp","5c5286ab726e4d891063a0a24ba6690a6c1f6bd0b2f7a6db4ddc08c37638bf1b","1499718","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"148","b2","b2_06_advanced_capstone","서로 다른 이해관계와 현실 제약을 비교해 시험 가능한 절충안을 만들 수 있어요.","sadang","11","sadang-finish","assets/illustrations/personal_hanok_v3/construction/sadang/stage_11_finish.webp","ed0e406ad24176009d9ee951fbfbfd1cf308059dca303f158d4c556371a72a05","1632662","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"149","b2","b2_06_advanced_capstone","서로 다른 이해관계와 현실 제약을 비교해 시험 가능한 절충안을 만들 수 있어요.","sadang","12","sadang-complete","assets/illustrations/personal_hanok_v3/construction/sadang/stage_12_complete.webp","5f1317fbfc6016a8548373ecb7ee986d70db3042a3c232148366fc4515ffa811","1709474","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
