path,group,role,source,visual_review,decision,priority,width,height,mode,size_kb,alpha_coverage_pct,alpha_bbox,sat_mean,value_mean,evaluation,implementation
assets_unused/pending_review/asset_recipe/decoration_yakjang/decoration_yakjang_cut.png,검토대기 신규 소품,약장,pending_review,needs_direct_visual_qa,맥락 확정 후 승격,P2,,,,,,,,,일반 사랑방 장식보다 의료·생활 서사가 필요하다. 파일은 현재 앱 번들 밖이므로 픽셀 수준 최종 승인은 별도 육안 QA가 필요하다.,"별당/서비스/약방 퀘스트가 생긴 뒤. STYLE_LOCK F-A, alpha, 색상, 그림자, 크기 검사를 통과한 뒤 원장 append→카탈로그→번들 순서로 승격."
assets_unused/pending_review/asset_recipe/decoration_yakjang/decoration_yakjang_raw.png,검토대기 신규 소품,약장 raw,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,생성 원본으로 런타임 사용 대상이 아니다.,cut 승인 여부와 무관하게 provenance용으로만 유지.
assets_unused/pending_review/asset_recipe/decoration_yeonsang/decoration_yeonsang_cut.png,검토대기 신규 소품,연상,pending_review,needs_direct_visual_qa,검수 후 우선 승격,P1,,,,,,,,,문방사우·서안과 연결되는 핵심 학문 행동 자산이다. 파일은 현재 앱 번들 밖이므로 픽셀 수준 최종 승인은 별도 육안 QA가 필요하다.,"사랑방 핵심 소켓. STYLE_LOCK F-A, alpha, 색상, 그림자, 크기 검사를 통과한 뒤 원장 append→카탈로그→번들 순서로 승격."
assets_unused/pending_review/asset_recipe/decoration_yeonsang/decoration_yeonsang_raw.png,검토대기 신규 소품,연상 raw,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,생성 원본으로 런타임 사용 대상이 아니다.,cut 승인 여부와 무관하게 provenance용으로만 유지.
assets_unused/pending_review/estate_overlays/cut/a2_chimney_smoke.png,검토대기 외관 오버레이,굴뚝 연기,pending_review,candidate_metadata_and_qa,승격 권장,P1,,,,,,,,,큰 실루엣을 바꾸지 않고 집이 살아 있음을 보여주는 좋은 ambience다.,추운 날/아침 조건에서 하나만 표시.
assets_unused/pending_review/estate_overlays/cut/a2_jangdok_big.png,검토대기 외관 오버레이,큰 장독,pending_review,candidate_metadata_and_qa,보류,P1,,,,,,,,,기존 장독대와 중복되며 지도 기본 줌에서는 과대할 가능성이 있다.,small과 실측 비교 후 필요 없으면 폐기.
assets_unused/pending_review/estate_overlays/cut/a2_jangdok_small.png,검토대기 외관 오버레이,작은 장독,pending_review,candidate_metadata_and_qa,승격 권장,P1,,,,,,,,,첫 장독 생활 흔적으로 적절하다.,안채 뒤/작업마당 candidate A에 배치.
assets_unused/pending_review/estate_overlays/cut/a2_lantern_lit.png,검토대기 외관 오버레이,켜진 등롱,pending_review,candidate_metadata_and_qa,승격 권장,P1,,,,,,,,,야간 생활감을 최소 오브젝트로 만든다.,"사랑채 1개 또는 대문 1개, 동시 다수 금지."
assets_unused/pending_review/estate_overlays/cut/a2_ridge_magpie.png,검토대기 외관 오버레이,용마루 까치,pending_review,candidate_metadata_and_qa,승격 권장,P1,,,,,,,,,한글소리 마스코트 세계관과 살아 있는 종가를 연결한다.,"조건부 1마리, 상시 여러 마리 금지."
assets_unused/pending_review/estate_overlays/qa/jangdok_candidate_A_anchae_courtyard.png,검토대기 오버레이 QA,장독 배치 QA,pending_review,qa_composite,채택 방향,P1,,,,,,,,,장독의 역사적·시각적 소속이 안채 뒤/인접 영역에 맞는다.,A안을 기준으로 좌표 고정. B안은 rejected 폴더로 이동.
assets_unused/pending_review/estate_overlays/qa/jangdok_candidate_A_anchae_courtyard_layer_only.png,검토대기 오버레이 QA,장독 배치 QA,pending_review,qa_composite,채택 방향,P1,,,,,,,,,A안의 투명 레이어 버전.,A안을 기준으로 좌표 고정. B안은 rejected 폴더로 이동.
assets_unused/pending_review/estate_overlays/qa/jangdok_candidate_B_sarangmadang.png,검토대기 오버레이 QA,장독 배치 QA,pending_review,qa_composite,기각 방향,P1,,,,,,,,,사랑마당을 비워야 하는 masterplan과 충돌한다.,A안을 기준으로 좌표 고정. B안은 rejected 폴더로 이동.
assets_unused/pending_review/estate_overlays/qa/jangdok_candidate_B_sarangmadang_layer_only.png,검토대기 오버레이 QA,장독 배치 QA,pending_review,qa_composite,기각 방향,P1,,,,,,,,,B안의 투명 레이어 버전.,A안을 기준으로 좌표 고정. B안은 rejected 폴더로 이동.
assets_unused/pending_review/estate_overlays/raw/exterior_props_sheet_v1.png,검토대기 외관 오버레이,외관 소품 원본 시트,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,컷아웃 전 생성 시트로 런타임 대상이 아니다.,provenance/재컷용만.
assets_unused/pending_review/estate_overlays/raw/exterior_props_sheet_v2.png,검토대기 외관 오버레이,외관 소품 원본 시트,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,컷아웃 전 생성 시트로 런타임 대상이 아니다.,provenance/재컷용만.
assets_unused/pending_review/estate_stages/anchae/anchae_frame_aligned.png,검토대기 지도·시공,안채 정렬 골조,pending_review,pipeline_or_duplicate,소스 유지,P2,,,,,,,,,골조 정렬용 중간 산출물.,"런타임은 s2_frame 사용, 정렬 회귀용만."
assets_unused/pending_review/estate_stages/anchae/anchae_s1_platform.png,검토대기 지도·시공,안채 기단 후보,pending_review,pipeline_or_duplicate,중복 정본화,P1,,,,,,,,,production s1과 동일 체인 후보.,해시/픽셀 비교 후 한 파일만 남긴다.
assets_unused/pending_review/estate_stages/anchae/anchae_s2_frame.png,검토대기 지도·시공,안채 골조 후보,pending_review,pipeline_or_duplicate,중복 정본화,P1,,,,,,,,,production s2와 동일 체인 후보.,한 파일만 정본.
assets_unused/pending_review/estate_stages/anchae/anchae_s3_roof.png,검토대기 지도·시공,안채 지붕 후보,pending_review,pipeline_or_duplicate,중복 정본화,P1,,,,,,,,,production s3와 동일 체인 후보.,한 파일만 정본.
assets_unused/pending_review/estate_stages/anchae/anchae_s4_final.png,검토대기 지도·시공,안채 최종 단계,pending_review,needs_direct_visual_qa,승격 권장,P1,,,,,,,,,현재 production 체인에 빠진 최종 상태다.,renderer 배선과 같은 커밋으로 승격.
assets_unused/pending_review/estate_stages/byeoldang/cut/byeoldang_finished.png,검토대기 지도·시공,별당 완성 후보,pending_review,needs_direct_visual_qa,육안 QA 후 보류/승격,P2,,,,,,,,,이미 만들어진 최종 후보이므로 재생성 금지.,masterplan V2 위치·축척을 먼저 고정한 뒤 스타일/카메라/겹침 검수.
assets_unused/pending_review/estate_stages/byeoldang/raw/byeoldang_finished_raw.jpg,검토대기 지도·시공,별당 raw,pending_review,needs_direct_visual_qa,소스 보관,P3,,,,,,,,,생성 원본.,provenance만.
assets_unused/pending_review/estate_stages/byeoldang/rejected/byeoldang_try1_floating_roof_gvi_pu1lcj.png,검토대기 지도·시공,별당 실패 1,pending_review,pipeline_or_duplicate,영구 기각,P3,,,,,,,,,floating roof 결함이 파일명에 명시된 실패본.,"rejected 유지, 모델 입력 금지."
assets_unused/pending_review/estate_stages/byeoldang/rejected/byeoldang_try2_rotated_camera_4638a3ae.png,검토대기 지도·시공,별당 실패 2,pending_review,pipeline_or_duplicate,영구 기각,P3,,,,,,,,,카메라 회전 결함이 명시된 실패본.,"rejected 유지, 모델 입력 금지."
assets_unused/pending_review/estate_stages/daecheongmaru/daecheongmaru_s1_platform.png,검토대기 지도·시공,독립 대청 기단 후보,pending_review,pipeline_or_duplicate,아카이브,P3,,,,,,,,,세계지도 대청 제거 방향과 충돌.,런타임 미승격.
assets_unused/pending_review/estate_stages/daecheongmaru/daecheongmaru_s2_frame.png,검토대기 지도·시공,독립 대청 골조 후보,pending_review,pipeline_or_duplicate,아카이브,P3,,,,,,,,,동일.,런타임 미승격.
assets_unused/pending_review/estate_stages/daecheongmaru/daecheongmaru_s3_final.png,검토대기 지도·시공,독립 대청 완성 후보,pending_review,needs_direct_visual_qa,아카이브/정자 참고 금지에 가깝게,P3,,,,,,,,,현재 작은 독립 대청 실루엣을 완성하는 자산이지만 masterplan에서는 불필요.,내부 venue로 분류하고 지도 체인은 닫는다.
assets_unused/pending_review/estate_stages/haengrangchae/haengrangchae_frame_aligned.png,검토대기 지도·시공,행랑 정렬 골조,pending_review,pipeline_or_duplicate,소스 유지,P2,,,,,,,,,정렬 중간 산출물.,회귀용만.
assets_unused/pending_review/estate_stages/haengrangchae/haengrangchae_s1_foundation.png,검토대기 지도·시공,행랑 기단 후보,pending_review,pipeline_or_duplicate,중복 정본화,P1,,,,,,,,,production s1과 동일 체인.,해시 비교 후 정본 1개.
assets_unused/pending_review/estate_stages/haengrangchae/haengrangchae_s2_frame.png,검토대기 지도·시공,행랑 골조 후보,pending_review,pipeline_or_duplicate,중복 정본화,P1,,,,,,,,,production s2와 동일 체인.,정본 1개.
assets_unused/pending_review/estate_stages/haengrangchae/haengrangchae_s3_roof.png,검토대기 지도·시공,행랑 지붕 후보,pending_review,pipeline_or_duplicate,중복 정본화,P1,,,,,,,,,production s3와 동일 체인.,정본 1개.
assets_unused/pending_review/estate_stages/haengrangchae/haengrangchae_s4_final.png,검토대기 지도·시공,행랑 최종 단계,pending_review,needs_direct_visual_qa,승격 권장,P1,,,,,,,,,현재 체인에 빠진 완성 상태다.,renderer 배선과 함께 승격.
assets_unused/pending_review/estate_stages/rear_garden/rear_garden_s1_hardscape.png,검토대기 지도·시공,후원 경질경관 후보,pending_review,pipeline_or_duplicate,교체,P1,,,,,,,,,거대 정원 전제의 중간 단계.,V2 화계/석축 모듈로 대체.
assets_unused/pending_review/estate_stages/rear_garden/rear_garden_s2_bridge.png,검토대기 지도·시공,후원 다리 후보,pending_review,pipeline_or_duplicate,조건부 아카이브,P2,,,,,,,,,큰 연못을 요구한다.,작은 연못 설계 확정 전 미승격.
assets_unused/pending_review/estate_stages/rear_garden/rear_garden_s3_final.png,검토대기 지도·시공,후원 최종 후보,pending_review,needs_direct_visual_qa,런타임 퇴역,P0,,,,,,,,,현재 과밀 rear_garden 메가 레이어의 최종 상태다.,분해 후 새 모듈로 대체.
assets_unused/pending_review/estate_stages/sadang/sadang_frame_aligned.png,검토대기 지도·시공,사당 정렬 골조,pending_review,pipeline_or_duplicate,소스 유지,P2,,,,,,,,,정렬 중간 산출물.,회귀용만.
assets_unused/pending_review/estate_stages/sadang/sadang_s1_platform.png,검토대기 지도·시공,사당 기단 후보,pending_review,pipeline_or_duplicate,중복 정본화,P1,,,,,,,,,production s1과 동일 체인.,정본 1개.
assets_unused/pending_review/estate_stages/sadang/sadang_s2_frame_roof.png,검토대기 지도·시공,사당 골조 후보,pending_review,pipeline_or_duplicate,중복 정본화,P1,,,,,,,,,production s2와 동일 체인.,정본 1개.
assets_unused/pending_review/estate_stages/sadang/sadang_s3_final.png,검토대기 지도·시공,사당 최종 단계,pending_review,needs_direct_visual_qa,승격 권장,P1,,,,,,,,,현재 체인에 빠진 완성 상태다.,사당담/일각문과 함께 배선.
assets_unused/pending_review/estate_stages/seogo/cut/seogo_finished.png,검토대기 지도·시공,서고 완성 후보,pending_review,needs_direct_visual_qa,육안 QA 후 보류/승격,P2,,,,,,,,,이미 생성 완료된 후보라 재생성하면 안 된다.,독립 서고가 필요한지 사랑채 wing으로 통합할지 masterplan 확정 후 검수.
assets_unused/pending_review/estate_stages/seogo/raw/seogo_finished_raw.png,검토대기 지도·시공,서고 raw,pending_review,needs_direct_visual_qa,소스 보관,P3,,,,,,,,,생성 원본.,provenance만.
assets_unused/pending_review/estate_stages/sotdaeulmun/sotdaeulmun_frame_aligned.png,검토대기 지도·시공,대문 정렬 골조,pending_review,pipeline_or_duplicate,소스 유지,P2,,,,,,,,,정렬 중간 산출물.,회귀용만.
assets_unused/pending_review/estate_stages/sotdaeulmun/sotdaeulmun_s1_platform.png,검토대기 지도·시공,대문 기단 후보,pending_review,pipeline_or_duplicate,중복 정본화,P1,,,,,,,,,production s1과 동일 체인.,정본 1개.
assets_unused/pending_review/estate_stages/sotdaeulmun/sotdaeulmun_s2_frame_roof.png,검토대기 지도·시공,대문 골조 후보,pending_review,pipeline_or_duplicate,중복 정본화,P1,,,,,,,,,production s2와 동일 체인.,정본 1개.
assets_unused/pending_review/estate_stages/sotdaeulmun/sotdaeulmun_s3_final.png,검토대기 지도·시공,대문 최종 단계,pending_review,needs_direct_visual_qa,승격 권장,P1,,,,,,,,,현재 체인에 빠진 완성 상태다.,문 열림 상태/담 접속과 함께 배선.
assets_unused/pending_review/estate_stages/anchae/raw/anchae_edit_base.jpg,검토대기 지도·시공,건축 편집 원본,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,완성 에셋 역분해/정렬을 재현하기 위한 원본이다.,"런타임·pubspec 제외, provenance만."
assets_unused/pending_review/estate_stages/anchae/raw/anchae_frame_raw.png,검토대기 지도·시공,건축 편집 원본,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,완성 에셋 역분해/정렬을 재현하기 위한 원본이다.,"런타임·pubspec 제외, provenance만."
assets_unused/pending_review/estate_stages/haengrangchae/raw/haengrangchae_edit_base.jpg,검토대기 지도·시공,건축 편집 원본,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,완성 에셋 역분해/정렬을 재현하기 위한 원본이다.,"런타임·pubspec 제외, provenance만."
assets_unused/pending_review/estate_stages/haengrangchae/raw/haengrangchae_frame_raw.png,검토대기 지도·시공,건축 편집 원본,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,완성 에셋 역분해/정렬을 재현하기 위한 원본이다.,"런타임·pubspec 제외, provenance만."
assets_unused/pending_review/estate_stages/sadang/raw/sadang_edit_base.jpg,검토대기 지도·시공,건축 편집 원본,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,완성 에셋 역분해/정렬을 재현하기 위한 원본이다.,"런타임·pubspec 제외, provenance만."
assets_unused/pending_review/estate_stages/sadang/raw/sadang_frame_raw.png,검토대기 지도·시공,건축 편집 원본,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,완성 에셋 역분해/정렬을 재현하기 위한 원본이다.,"런타임·pubspec 제외, provenance만."
assets_unused/pending_review/estate_stages/sotdaeulmun/raw/sotdaeulmun_edit_base.jpg,검토대기 지도·시공,건축 편집 원본,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,완성 에셋 역분해/정렬을 재현하기 위한 원본이다.,"런타임·pubspec 제외, provenance만."
assets_unused/pending_review/estate_stages/sotdaeulmun/raw/sotdaeulmun_frame_raw.png,검토대기 지도·시공,건축 편집 원본,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,완성 에셋 역분해/정렬을 재현하기 위한 원본이다.,"런타임·pubspec 제외, provenance만."
assets_unused/pending_review/reference_full_estate.png,검토대기 QA,완성형 대조 이미지,pending_review,qa_reference,QA 전용,P3,,,,,,,,,런타임이 아니라 사람이 레이어 합성을 비교하는 참조 이미지다.,“완성 예시 보기” 기능이 생기기 전에는 번들 금지.
assets_unused/pending_review/estate_scale_study/estate_scale_mockup_2026-08-19.png,검토대기 QA,축척 목업,pending_review,qa_reference,QA 전용,P1,,,,,,,,,masterplan과 건물 축척을 판단하기 위한 목업이다.,"새 배치 승인 회의 자료로만 사용, 런타임 금지."
