kind,id,level,estimate,delta,reason,blocked_by,bundle_id,suggested_action
satz,satz_c2_0068,c2,b2,-2,under2 lex_p90=3.6,can_do_ref,c2_partner_name_memory_1,downgrade_candidate
satz,satz_c2_0069,c2,a2,-4,under2 lex_p90=2.0,can_do_ref,c2_partner_name_memory_1,downgrade_candidate
satz,satz_c2_0070,c2,b2,-2,under2 lex_p90=4.5,can_do_ref,c2_partner_name_memory_1,downgrade_candidate
satz,satz_c2_0071,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_partner_name_memory_1,downgrade_candidate
satz,satz_c2_0072,c2,b2,-2,under2 grammar=grammar_b2_according_to:4,can_do_ref,c2_partner_name_memory_1,downgrade_candidate
satz,satz_c2_0073,c2,b2,-2,under2 lex_p90=3.6,can_do_ref,c2_partner_name_memory_1,downgrade_candidate
satz,satz_c2_0074,c2,a2,-4,under2 grammar=grammar_a2_tag_confirmation:2,can_do_ref,c2_partner_name_memory_1,downgrade_candidate
satz,satz_c2_0075,c2,b1,-3,under2 lex_p90=3.3,can_do_ref,c2_partner_name_memory_1,downgrade_candidate
satz,satz_c2_0076,c2,b2,-2,under2 grammar=grammar_b2_indirect_speech:4,can_do_ref,c2_partner_name_memory_1,downgrade_candidate
satz,satz_c2_0077,c2,a2,-4,under2 lex_p90=1.6,can_do_ref,c2_partner_name_memory_1,downgrade_candidate
satz,satz_c2_0078,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_partner_name_memory_1,downgrade_candidate
satz,satz_c2_0079,c2,b2,-2,under2 lex_p90=3.7,can_do_ref,c2_framing_analysis_1,downgrade_candidate
satz,satz_c2_0081,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_framing_analysis_1,downgrade_candidate
satz,satz_c2_0082,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_framing_analysis_1,downgrade_candidate
satz,satz_c2_0083,c2,b2,-2,under2 lex_p90=4.5,can_do_ref,c2_framing_analysis_1,downgrade_candidate
satz,satz_c2_0084,c2,a2,-4,under2 grammar=grammar_a2_conditional:2,can_do_ref,c2_framing_analysis_1,downgrade_candidate
satz,satz_c2_0085,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_framing_analysis_1,downgrade_candidate
satz,satz_c2_0086,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_framing_analysis_1,downgrade_candidate
satz,satz_c2_0087,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_framing_analysis_1,downgrade_candidate
satz,satz_c2_0088,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_framing_analysis_1,downgrade_candidate
satz,satz_c2_0089,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_framing_analysis_1,downgrade_candidate
satz,satz_c2_0090,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_framing_analysis_1,downgrade_candidate
satz,satz_c2_0092,c2,b2,-2,under2 lex_p90=3.5,can_do_ref,c2_institutional_voice_1,downgrade_candidate
satz,satz_c2_0093,c2,b2,-2,under2 lex_p90=3.5,can_do_ref,c2_institutional_voice_1,downgrade_candidate
satz,satz_c2_0094,c2,b1,-3,under2 lex_p90=2.8,can_do_ref,c2_institutional_voice_1,downgrade_candidate
satz,satz_c2_0095,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_institutional_voice_1,downgrade_candidate
satz,satz_c2_0096,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_institutional_voice_1,downgrade_candidate
satz,satz_c2_0097,c2,b2,-2,under2 grammar=grammar_b2_quoted_contractions:4,can_do_ref,c2_institutional_voice_1,downgrade_candidate
satz,satz_c2_0098,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_institutional_voice_1,downgrade_candidate
satz,satz_c2_0099,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_institutional_voice_1,downgrade_candidate
satz,satz_c2_0101,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_institutional_voice_1,downgrade_candidate
satz,satz_c2_0102,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_institutional_voice_1,downgrade_candidate
satz,satz_c2_0103,c2,b2,-2,under2 lex_p90=4.4,can_do_ref,c2_memory_narrative_1,downgrade_candidate
satz,satz_c2_0104,c2,a2,-4,under2 grammar=grammar_a2_conditional:2,can_do_ref,c2_memory_narrative_1,downgrade_candidate
satz,satz_c2_0105,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_memory_narrative_1,downgrade_candidate
satz,satz_c2_0106,c2,b2,-2,under2 lex_p90=3.7,can_do_ref,c2_memory_narrative_1,downgrade_candidate
satz,satz_c2_0107,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_memory_narrative_1,downgrade_candidate
satz,satz_c2_0108,c2,b2,-2,under2 lex_p90=3.7,can_do_ref,c2_memory_narrative_1,downgrade_candidate
satz,satz_c2_0109,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_memory_narrative_1,downgrade_candidate
satz,satz_c2_0110,c2,b2,-2,under2 lex_p90=4.5,can_do_ref,c2_memory_narrative_1,downgrade_candidate
satz,satz_c2_0111,c2,b2,-2,under2 lex_p90=3.5,can_do_ref,c2_memory_narrative_1,downgrade_candidate
satz,satz_c2_0112,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_memory_narrative_1,downgrade_candidate
satz,satz_c2_0113,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_memory_narrative_1,downgrade_candidate
satz,satz_c2_0115,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_authority_language_1,downgrade_candidate
satz,satz_c2_0116,c2,b1,-3,under2 lex_p90=3.3,can_do_ref,c2_authority_language_1,downgrade_candidate
satz,satz_c2_0117,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_authority_language_1,downgrade_candidate
satz,satz_c2_0118,c2,b2,-2,under2 lex_p90=3.5,can_do_ref,c2_authority_language_1,downgrade_candidate
satz,satz_c2_0119,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_authority_language_1,downgrade_candidate
satz,satz_c2_0120,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_authority_language_1,downgrade_candidate
satz,satz_c2_0121,c2,b1,-3,under2 lex_p90=2.7,can_do_ref,c2_authority_language_1,downgrade_candidate
satz,satz_c2_0122,c2,b2,-2,under2 lex_p90=4.4,can_do_ref,c2_authority_language_1,downgrade_candidate
satz,satz_c2_0123,c2,b2,-2,under2 lex_p90=3.5,can_do_ref,c2_authority_language_1,downgrade_candidate
satz,satz_c2_0125,c2,b1,-3,under2 lex_p90=3.4,can_do_ref,c2_authority_language_1,downgrade_candidate
satz,satz_c2_0126,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_authority_language_1,downgrade_candidate
satz,satz_c2_0127,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_appeal_path_1,downgrade_candidate
satz,satz_c2_0128,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_appeal_path_1,downgrade_candidate
satz,satz_c2_0129,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_appeal_path_1,downgrade_candidate
satz,satz_c2_0130,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_appeal_path_1,downgrade_candidate
satz,satz_c2_0131,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_appeal_path_1,downgrade_candidate
satz,satz_c2_0132,c2,a2,-4,under2 lex_p90=2.4,can_do_ref,c2_appeal_path_1,downgrade_candidate
satz,satz_c2_0133,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_appeal_path_1,downgrade_candidate
satz,satz_c2_0134,c2,b2,-2,under2 lex_p90=3.6,can_do_ref,c2_appeal_path_1,downgrade_candidate
satz,satz_c2_0135,c2,b2,-2,under2 lex_p90=3.6,can_do_ref,c2_appeal_path_1,downgrade_candidate
satz,satz_c2_0136,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_appeal_path_1,downgrade_candidate
satz,satz_c2_0138,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_appeal_path_1,downgrade_candidate
satz,satz_c2_0139,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_audit_trail_1,downgrade_candidate
satz,satz_c2_0140,c2,b2,-2,under2 lex_p90=4.5,can_do_ref,c2_audit_trail_1,downgrade_candidate
satz,satz_c2_0141,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_audit_trail_1,downgrade_candidate
satz,satz_c2_0142,c2,b2,-2,under2 lex_p90=4.3,can_do_ref,c2_audit_trail_1,downgrade_candidate
satz,satz_c2_0143,c2,b2,-2,under2 lex_p90=3.5,can_do_ref,c2_audit_trail_1,downgrade_candidate
satz,satz_c2_0144,c2,b1,-3,under2 lex_p90=2.7,can_do_ref,c2_audit_trail_1,downgrade_candidate
satz,satz_c2_0145,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_audit_trail_1,downgrade_candidate
satz,satz_c2_0146,c2,b2,-2,under2 lex_p90=3.5,can_do_ref,c2_audit_trail_1,downgrade_candidate
satz,satz_c2_0147,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_audit_trail_1,downgrade_candidate
satz,satz_c2_0148,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_audit_trail_1,downgrade_candidate
satz,satz_c2_0149,c2,b1,-3,under2 lex_p90=2.7,can_do_ref,c2_audit_trail_1,downgrade_candidate
satz,satz_c2_0152,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_withdrawal_right_1,downgrade_candidate
satz,satz_c2_0153,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_withdrawal_right_1,downgrade_candidate
satz,satz_c2_0154,c2,b2,-2,under2 lex_p90=3.5,can_do_ref,c2_withdrawal_right_1,downgrade_candidate
satz,satz_c2_0155,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_withdrawal_right_1,downgrade_candidate
satz,satz_c2_0156,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_withdrawal_right_1,downgrade_candidate
satz,satz_c2_0157,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_withdrawal_right_1,downgrade_candidate
satz,satz_c2_0158,c2,b1,-3,under2 lex_p90=3.3,can_do_ref,c2_withdrawal_right_1,downgrade_candidate
satz,satz_c2_0159,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_withdrawal_right_1,downgrade_candidate
satz,satz_c2_0160,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_withdrawal_right_1,downgrade_candidate
satz,satz_c2_0161,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_withdrawal_right_1,downgrade_candidate
satz,satz_c2_0163,c2,b2,-2,under2 lex_p90=3.5,can_do_ref,c2_automated_harm_1,downgrade_candidate
satz,satz_c2_0164,c2,b2,-2,under2 lex_p90=3.5,can_do_ref,c2_automated_harm_1,downgrade_candidate
satz,satz_c2_0165,c2,a2,-4,under2 lex_p90=2.0,can_do_ref,c2_automated_harm_1,downgrade_candidate
satz,satz_c2_0166,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_automated_harm_1,downgrade_candidate
satz,satz_c2_0167,c2,b2,-2,under2 lex_p90=4.5,can_do_ref,c2_automated_harm_1,downgrade_candidate
satz,satz_c2_0169,c2,b2,-2,under2 lex_p90=3.5,can_do_ref,c2_automated_harm_1,downgrade_candidate
satz,satz_c2_0171,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_automated_harm_1,downgrade_candidate
satz,satz_c2_0172,c2,b2,-2,under2 lex_p90=3.6,can_do_ref,c2_automated_harm_1,downgrade_candidate
satz,satz_c2_0173,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_automated_harm_1,downgrade_candidate
satz,satz_c2_0175,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_automation_redress_1,downgrade_candidate
satz,satz_c2_0176,c2,b2,-2,under2 lex_p90=3.5,can_do_ref,c2_automation_redress_1,downgrade_candidate
satz,satz_c2_0177,c2,a2,-4,under2 grammar=grammar_a2_tag_confirmation:2,can_do_ref,c2_automation_redress_1,downgrade_candidate
satz,satz_c2_0178,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_automation_redress_1,downgrade_candidate
satz,satz_c2_0179,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_automation_redress_1,downgrade_candidate
satz,satz_c2_0180,c2,b1,-3,under2 lex_p90=2.7,can_do_ref,c2_automation_redress_1,downgrade_candidate
satz,satz_c2_0181,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_automation_redress_1,downgrade_candidate
satz,satz_c2_0182,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_automation_redress_1,downgrade_candidate
satz,satz_c2_0183,c2,b2,-2,under2 lex_p90=4.4,can_do_ref,c2_automation_redress_1,downgrade_candidate
satz,satz_c2_0184,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_automation_redress_1,downgrade_candidate
satz,satz_c2_0185,c2,b2,-2,under2 lex_p90=4.2,can_do_ref,c2_automation_redress_1,downgrade_candidate
satz,satz_c2_0186,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_automation_redress_1,downgrade_candidate
satz,satz_c2_0188,c2,b2,-2,under2 lex_p90=3.6,can_do_ref,c2_sanction_accountability_1,downgrade_candidate
satz,satz_c2_0189,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_sanction_accountability_1,downgrade_candidate
satz,satz_c2_0190,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_sanction_accountability_1,downgrade_candidate
satz,satz_c2_0192,c2,b2,-2,under2 lex_p90=3.5,can_do_ref,c2_sanction_accountability_1,downgrade_candidate
satz,satz_c2_0193,c2,b1,-3,under2 lex_p90=3.2,can_do_ref,c2_sanction_accountability_1,downgrade_candidate
satz,satz_c2_0194,c2,a2,-4,under2 lex_p90=2.0,can_do_ref,c2_sanction_accountability_1,downgrade_candidate
satz,satz_c2_0195,c2,b1,-3,under2 lex_p90=3.4,can_do_ref,c2_sanction_accountability_1,downgrade_candidate
satz,satz_c2_0196,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_sanction_accountability_1,downgrade_candidate
satz,satz_c2_0197,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_sanction_accountability_1,downgrade_candidate
satz,satz_c2_0198,c2,b1,-3,under2 grammar=grammar_b1_more_more:3,can_do_ref,c2_sanction_accountability_1,downgrade_candidate
satz,satz_c2_0199,c2,b1,-3,under2 lex_p90=2.7,can_do_ref,c2_relationship_narratives_1,downgrade_candidate
satz,satz_c2_0200,c2,b1,-3,under2 lex_p90=2.7,can_do_ref,c2_relationship_narratives_1,downgrade_candidate
satz,satz_c2_0201,c2,a2,-4,under2 lex_p90=2.0,can_do_ref,c2_relationship_narratives_1,downgrade_candidate
satz,satz_c2_0202,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_relationship_narratives_1,downgrade_candidate
satz,satz_c2_0203,c2,b2,-2,under2 lex_p90=3.6,can_do_ref,c2_relationship_narratives_1,downgrade_candidate
satz,satz_c2_0204,c2,b1,-3,under2 lex_p90=2.6,can_do_ref,c2_relationship_narratives_1,downgrade_candidate
satz,satz_c2_0205,c2,b2,-2,under2 lex_p90=4.4,can_do_ref,c2_relationship_narratives_1,downgrade_candidate
satz,satz_c2_0206,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_relationship_narratives_1,downgrade_candidate
satz,satz_c2_0207,c2,b2,-2,under2 grammar=grammar_b2_according_to:4,can_do_ref,c2_relationship_narratives_1,downgrade_candidate
satz,satz_c2_0208,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_relationship_narratives_1,downgrade_candidate
satz,satz_c2_0209,c2,b1,-3,under2 lex_p90=3.2,can_do_ref,c2_relationship_narratives_1,downgrade_candidate
satz,satz_c2_0210,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_relationship_narratives_1,downgrade_candidate
satz,satz_c2_0211,c2,a2,-4,under2 lex_p90=2.0,can_do_ref,c2_fandom_discourse_1,downgrade_candidate
satz,satz_c2_0212,c2,a2,-4,under2 grammar=grammar_a2_conditional:2,can_do_ref,c2_fandom_discourse_1,downgrade_candidate
satz,satz_c2_0213,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_fandom_discourse_1,downgrade_candidate
satz,satz_c2_0214,c2,a2,-4,under2 grammar=grammar_a2_tag_confirmation:2,can_do_ref,c2_fandom_discourse_1,downgrade_candidate
satz,satz_c2_0215,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_fandom_discourse_1,downgrade_candidate
satz,satz_c2_0216,c2,a2,-4,under2 lex_p90=2.0,can_do_ref,c2_fandom_discourse_1,downgrade_candidate
satz,satz_c2_0217,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_fandom_discourse_1,downgrade_candidate
satz,satz_c2_0218,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_fandom_discourse_1,downgrade_candidate
satz,satz_c2_0219,c2,b2,-2,under2 lex_p90=3.6,can_do_ref,c2_fandom_discourse_1,downgrade_candidate
satz,satz_c2_0220,c2,b2,-2,under2 lex_p90=3.6,can_do_ref,c2_fandom_discourse_1,downgrade_candidate
satz,satz_c2_0221,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_fandom_discourse_1,downgrade_candidate
satz,satz_c2_0222,c2,b1,-3,under2 lex_p90=2.6,can_do_ref,c2_fandom_discourse_1,downgrade_candidate
satz,satz_c2_0223,c2,b2,-2,under2 lex_p90=4.3,can_do_ref,,downgrade_candidate
satz,satz_c2_0224,c2,b1,-3,under2 lex_p90=3.2,can_do_ref,,downgrade_candidate
satz,satz_c2_0225,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,,downgrade_candidate
satz,satz_c2_0226,c2,b2,-2,under2 grammar=grammar_b2_even_if:4,can_do_ref,,downgrade_candidate
satz,satz_c2_0227,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,,downgrade_candidate
satz,satz_c2_0228,c2,b1,-3,under2 lex_p90=3.4,can_do_ref,,downgrade_candidate
satz,satz_c2_0230,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,,downgrade_candidate
satz,satz_c2_0233,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,,downgrade_candidate
satz,satz_c2_0234,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,,downgrade_candidate
satz,satz_c2_0235,c2,b1,-3,under2 lex_p90=3.4,can_do_ref,c2_2026_social_topics_1,downgrade_candidate
satz,satz_c2_0236,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_2026_social_topics_1,downgrade_candidate
satz,satz_c2_0237,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_2026_social_topics_1,downgrade_candidate
satz,satz_c2_0238,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_2026_social_topics_1,downgrade_candidate
satz,satz_c2_0239,c2,b2,-2,under2 lex_p90=4.2,can_do_ref,c2_2026_social_topics_1,downgrade_candidate
satz,satz_c2_0240,c2,b2,-2,under2 lex_p90=4.1,can_do_ref,c2_2026_social_topics_1,downgrade_candidate
satz,satz_c2_0241,c2,b1,-3,under2 lex_p90=3.0,can_do_ref,c2_2026_social_topics_1,downgrade_candidate
satz,satz_c2_0242,c2,b1,-3,under2 lex_p90=3.2,can_do_ref,c2_2026_social_topics_1,downgrade_candidate
satz,satz_c2_0243,c2,b2,-2,under2 lex_p90=4.2,can_do_ref,c2_2026_social_topics_1,downgrade_candidate
satz,satz_c2_0244,c2,b2,-2,under2 lex_p90=4.4,can_do_ref,c2_2026_social_topics_1,downgrade_candidate
satz,satz_c2_0245,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_2026_social_topics_1,downgrade_candidate
satz,satz_c2_0246,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_2026_social_topics_1,downgrade_candidate
satz,satz_c2_0249,c2,b2,-2,under2 lex_p90=4.2,can_do_ref,c2_demography_accountability_2026_1,downgrade_candidate
satz,satz_c2_0251,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_demography_accountability_2026_1,downgrade_candidate
satz,satz_c2_0252,c2,b2,-2,under2 lex_p90=4.0,can_do_ref,c2_demography_accountability_2026_1,downgrade_candidate
scenario,a1_theme_park_date_choices,a1,a2,1,over1 dialog_p75=2.0,can_do_ref,,step_up_or_swap
scenario,a1_w10_eat,a1,a2,1,over1 dialog_p75=2.0,,,step_up_or_swap
scenario,a1_w10_partner,a1,a2,1,over1 dialog_p75=2.0,,,step_up_or_swap
scenario,a1_w10_phone,a1,a2,1,over1 dialog_p75=1.5,,,step_up_or_swap
scenario,a1_w10_taxi_stay,a1,a2,1,over1 dialog_p75=2.0,,,step_up_or_swap
scenario,after_hours_messages,c1,b1,-2,under2 grammar_ids_max=3,,,downgrade_candidate
scenario,ai_hiring_appeal,c2,b2,-2,under2 dialog_p75=4.0,,,downgrade_candidate
scenario,ai_translation_voice_loss,c1,b1,-2,under2 grammar_ids_max=3,,,downgrade_candidate
scenario,automated_benefit_denial,c2,b2,-2,under2 dialog_p75=4.2,,,downgrade_candidate
scenario,bakery_payment_bag,a1,a2,1,over1 dialog_p75=2.0,,,step_up_or_swap
scenario,bakery_queue,a1,a2,1,over1 dialog_p75=2.0,,,step_up_or_swap
scenario,break_glass_apology,a1,a2,1,over1 dialog_p75=1.5,,,step_up_or_swap
scenario,bunshik_tteokbokki,a1,a2,1,over1 dialog_p75=1.5,can_do_ref,,step_up_or_swap
scenario,causal_claim_headline,c2,b1,-3,under2 dialog_p75=3.0,,,downgrade_candidate
scenario,central_local_disaster_responsibility,c2,b2,-2,under2 dialog_p75=4.0,,,downgrade_candidate
scenario,climate_model_local_decision,c2,b2,-2,under2 dialog_p75=4.0,,,downgrade_candidate
scenario,dance_class_register,a1,a2,1,over1 dialog_p75=2.0,,,step_up_or_swap
scenario,diaspora_name_identity,c2,b2,-2,under2 dialog_p75=3.5,,,downgrade_candidate
scenario,fact_check_label_power,c2,b2,-2,under2 dialog_p75=4.0,,,downgrade_candidate
scenario,mart_grocery,a1,a2,1,over1 dialog_p75=2.0,can_do_ref,,step_up_or_swap
scenario,medical_uncertainty_consent,c2,b2,-2,under2 dialog_p75=4.0,,,downgrade_candidate
scenario,meeting_opening_context,b2,a2,-2,under2 grammar_ids_max=2,,,downgrade_candidate
scenario,passive_voice_accountability,c2,b2,-2,under2 dialog_p75=4.0,,,downgrade_candidate
scenario,poll_question_framing,c2,b2,-2,under2 dialog_p75=4.5,,,downgrade_candidate
scenario,protest_order_and_rights,c2,b2,-2,under2 dialog_p75=4.2,,,downgrade_candidate
scenario,relationship_story_reframing,c2,b1,-3,under2 grammar_ids_max=3,,,downgrade_candidate
scenario,replication_failure_response,c2,b2,-2,under2 dialog_p75=4.0,,,downgrade_candidate
scenario,school_phone_rule,c1,b1,-2,under2 dialog_p75=3.0,,,downgrade_candidate
scenario,shared_document_old_version,b1,b2,1,over1 dialog_p75=4.0,,,step_up_or_swap
scenario,subway_step_apology,a1,a2,1,over1 dialog_p75=1.5,,,step_up_or_swap
scenario,survival_day_capstone,a1,a2,1,over1 dialog_p75=1.5,can_do_ref,,step_up_or_swap
scenario,taxi_kakao,a1,a2,1,over1 dialog_p75=1.5,can_do_ref,,step_up_or_swap
scenario,tradition_reinterpreted_stage,c1,b1,-2,under2 grammar_ids_max=3,,,downgrade_candidate
scenario,umbrella_weather,a1,a2,1,over1 dialog_p75=2.0,,,step_up_or_swap
scenario,we_translation_identity,c2,b1,-3,under2 dialog_p75=3.0,,,downgrade_candidate
scenario,welfare_fraud_presumption,c2,b2,-2,under2 grammar_ids_max=4,,,downgrade_candidate
scenario,youth_housing_plain_language,c1,b1,-2,under2 dialog_p75=3.0,,,downgrade_candidate
smalltalk,smalltalk_a1_0001,a1,a2,1,over1 grammar=grammar_a2_exclamation:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0002,a1,a2,1,over1 grammar=grammar_a2_exclamation:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0003,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0004,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0005,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0006,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0007,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0008,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0009,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0010,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0011,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0013,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0014,a1,a2,1,over1 grammar=grammar_a2_only_negative:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0015,a1,a2,1,over1 grammar=grammar_a2_exclamation:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0016,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0017,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0018,a1,a2,1,over1 lex_p90=1.9,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0019,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0020,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0021,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0022,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0023,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0025,a1,a2,1,over1 lex_p90=1.7,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0026,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0027,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0030,a1,a2,1,over1 grammar=grammar_a2_exclamation:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0031,a1,a2,1,over1 lex_p90=1.8,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0032,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
smalltalk,smalltalk_a1_0033,a1,b1,2,over2 lex_p90=2.8,can_do_ref,,bundle_move
smalltalk,smalltalk_a1_0034,a1,a2,1,over1 grammar=nikl_g2_는군_v3:2,can_do_ref,,step_up_or_swap
