id,level,tier,waiverReason,old,new
cloze_b2_0333,b2,A,,한 장 요약 | 선택지 비교 | 가정 명시,예약금 | 직진 | 설탕
cloze_b2_0334,b2,A,,한 장 요약 | 선택지 비교 | 가정 명시,창구 | 저기 | 귀
cloze_b2_0335,b2,A,,한 장 요약 | 선택지 비교 | 가정 명시,역 | 여덟 | 약정
cloze_b2_0336,b2,A,,한 장 요약 | 선택지 비교 | 가정 명시,사과 | 자동차 | 우유
cloze_b2_0337,b2,A,,한 장 요약 | 선택지 비교 | 가정 명시,우편함 | 운동복 | 책방
cloze_b2_0339,b2,A,,상위 담당 | 약속 불이행 | 보상 한도,계산서 | 뒤 | 다리
cloze_b2_0341,b2,A,,상위 담당 | 사건 번호 | 약속 불이행,차 | 체온계 | 앞머리
cloze_b2_0342,b2,A,,상위 담당 | 사건 번호 | 약속 불이행,라면 | 스타킹 | 칠
cloze_b2_0344,b2,A,,상위 담당 | 사건 번호 | 약속 불이행,귤 | 배달 | 샌들
cloze_b2_0346,b2,A,,상위 담당 | 사건 번호 | 약속 불이행,락커 | 드라이 | 소화제
cloze_b2_0347,b2,A,,상위 담당 | 사건 번호 | 약속 불이행,컵 | 빵 | 숲
cloze_b2_0348,b2,A,,상위 담당 | 사건 번호 | 약속 불이행,과일 | 회색 | 일곱
cloze_b2_0349,b2,A,,상위 담당 | 사건 번호 | 약속 불이행,하숙집 | 노란색 | 오십
cloze_b2_0350,b2,A,,표본 크기 | 한계 문장 | 교차 확인,서랍 | 준비운동 | 안내문
cloze_b2_0351,b2,A,,연구 질문 | 한계 문장 | 교차 확인,가위 | 락커 | 트레이너
cloze_b2_0352,b2,A,,연구 질문 | 표본 크기 | 교차 확인,며칠 | 여덟 | 양말
cloze_b2_0354,b2,A,,연구 질문 | 표본 크기 | 한계 문장,옆머리 | 청구서 | 교차로
cloze_b2_0355,b2,A,,연구 질문 | 표본 크기 | 한계 문장,오십 | 배낭 | 반찬
cloze_b2_0356,b2,A,,연구 질문 | 표본 크기 | 한계 문장,우표 | 케이크 | 버스
cloze_b2_0357,b2,A,,연구 질문 | 표본 크기 | 한계 문장,트리트먼트 | 편지 | 배
cloze_b2_0358,b2,A,,연구 질문 | 표본 크기 | 한계 문장,마스크 | 배 | 트레이너
cloze_b2_0359,b2,A,,연구 질문 | 표본 크기 | 한계 문장,오십 | 배낭 | 삼
cloze_b2_0361,b2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",연구 질문 | 표본 크기 | 한계 문장,입다 | 빌리다 | 랑
cloze_b2_0364,b2,A,,입주 날짜 | 방문 시간 | 가구 배치,꽃병 | 관광 | 칠
cloze_b2_0366,b2,A,,점수와 순위 | 학력과 나이 | 사진과 주소,공항 | 거울 | 빵
cloze_b2_0369,b2,A,,같은 사람 | 같은 언어 | 같은 직업,고기 | 세트 | 횡단보도
cloze_b2_0370,b2,A,,주택 계약 기간 | 통근 교통비 | 세대별 취향,소포 | 팔찌 | 목도리
cloze_b2_0372,b2,A,,영상의 길이 | 노래의 후렴 | 자막의 색,우표 | 계산서 | 횟수
cloze_b2_0373,b2,A,,조회수와 순위 | 음식과 음악 | 자막과 화면,광장 | 약정 | 미용실
cloze_b2_0393,b2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",애인 | 타협안 | 형광등,끝나다 | 읽다 | 에게
cloze_c1_0010,c1,A,,예산에 바로 반영됩니다 | 회의에서 먼저 다뤄집니다 | 담당자가 곧 해결합니다,책임 있게 정정해야 합니다 | 이용할 수 있도록 보장해야 합니다 | 경고 수위를 조절해야 합니다
cloze_c1_0016,c1,A,,자료를 다시 확인할 필요가 있습니다 | 두 수치를 함께 제시할 수 있습니다 | 변화의 방향을 비교해야 합니다,습하다 | 전달하다 | 제출하다
cloze_c1_0077,c1,A,,표본 편향 | 과잉 일반화 | 신뢰 구간,열 | 사십 | 연습장
cloze_c1_0078,c1,A,,불확실성 구간 | 과잉 일반화 | 신뢰 구간,가방 | 우산 | 책상
cloze_c1_0079,c1,A,,불확실성 구간 | 표본 편향 | 신뢰 구간,구 | 숙제 | 오류
cloze_c1_0080,c1,A,,불확실성 구간 | 표본 편향 | 과잉 일반화,방청 | 계획 | 우회전
cloze_c1_0081,c1,A,,불확실성 구간 | 표본 편향 | 과잉 일반화,디자인 | 해석 | 관광
cloze_c1_0082,c1,A,,불확실성 구간 | 표본 편향 | 과잉 일반화,소화제 | 락커 | 인과
cloze_c1_0083,c1,A,,불확실성 구간 | 표본 편향 | 과잉 일반화,발언권 | 경험 | 왕
cloze_c1_0084,c1,A,,불확실성 구간 | 표본 편향 | 과잉 일반화,침대 | 동네 | 청소기
cloze_c1_0085,c1,A,,불확실성 구간 | 표본 편향 | 과잉 일반화,감정 | 실효성 | 조상님
cloze_c1_0086,c1,A,,불확실성 구간 | 표본 편향 | 과잉 일반화,막차 | 일기예보 | 강의
cloze_c1_0087,c1,A,,불확실성 구간 | 표본 편향 | 과잉 일반화,결과 | 고속버스 | 아내
cloze_c1_0088,c1,A,,불확실성 구간 | 표본 편향 | 과잉 일반화,최신식 | 밑반찬 | 논문
cloze_c1_0094,c1,A,,브리핑 문안 | 위험 등급 | 비전문가 설명,임산부 | 성과 | 고객센터
cloze_c1_0095,c1,A,,브리핑 문안 | 위험 등급 | 비전문가 설명,광고 | 접시 | 문패
cloze_c1_0097,c1,A,,브리핑 문안 | 위험 등급 | 비전문가 설명,건배 | 팔로워 | 지우개
cloze_c1_0098,c1,A,,브리핑 문안 | 위험 등급 | 비전문가 설명,복도 | 옆머리 | 쇠고기
cloze_c1_0100,c1,A,,브리핑 문안 | 위험 등급 | 비전문가 설명,안약 | 젓가락 | 인분
cloze_c1_0101,c1,A,,무응답 처리 | 가중치 부여 | 표집틀,총주거비 | 권고 | 비타민제
cloze_c1_0102,c1,A,,문항 유도 | 가중치 부여 | 표집틀,식비 | 카드 | 자기소개
cloze_c1_0106,c1,A,,문항 유도 | 무응답 처리 | 가중치 부여,귀성길 | 동전 | 강점
cloze_c1_0107,c1,A,,문항 유도 | 무응답 처리 | 가중치 부여,잠재력 | 관광 | 시선
cloze_c1_0109,c1,A,,문항 유도 | 무응답 처리 | 가중치 부여,통역 | 서술 | 위험
cloze_c1_0111,c1,A,,문항 유도 | 무응답 처리 | 가중치 부여,실효성 | 덕담 | 음력
cloze_c1_0114,c1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",상대 위험 | 잔여 위험 | 조기 경보,오다 | 팔다 | 으로
cloze_c1_0115,c1,A,,상대 위험 | 절대 건수 | 조기 경보,지갑 | 여권 | 신발
cloze_c1_0117,c1,A,,상대 위험 | 절대 건수 | 잔여 위험,창문 | 약국 | 고등학생
cloze_c1_0118,c1,A,,상대 위험 | 절대 건수 | 잔여 위험,한국 | 솔잎 | 성찰
cloze_c1_0119,c1,A,,상대 위험 | 절대 건수 | 잔여 위험,교실 | 문학 | 자신감
cloze_c1_0120,c1,A,,상대 위험 | 절대 건수 | 잔여 위험,모임 | 제사상 | 근력
cloze_c1_0121,c1,A,,상대 위험 | 절대 건수 | 잔여 위험,꽃병 | 노란색 | 경험
cloze_c1_0122,c1,A,,상대 위험 | 절대 건수 | 잔여 위험,철자 | 국기 | 형부
cloze_c1_0123,c1,A,,상대 위험 | 절대 건수 | 잔여 위험,경력 | 컵 | 선생님
cloze_c1_0124,c1,A,,상대 위험 | 절대 건수 | 잔여 위험,가위 | 대형폐기 | 퇴사
cloze_c1_0125,c1,A,,유지 부담 | 선택권 축소 | 우회 경로,세뱃돈 | 홍보물 | 숲
cloze_c1_0126,c1,A,,접근 비용 | 선택권 축소 | 우회 경로,공휴일 | 인터넷 | 점장
cloze_c1_0127,c1,A,,접근 비용 | 유지 부담 | 우회 경로,커피 | 의자 | 지도
cloze_c1_0128,c1,A,,접근 비용 | 유지 부담 | 선택권 축소,현장접수 | 아래 | 후추
cloze_c1_0130,c1,A,,접근 비용 | 유지 부담 | 선택권 축소,군인 | 밖 | 방석
cloze_c1_0131,c1,A,,접근 비용 | 유지 부담 | 선택권 축소,편향 | 표본 | 약국
cloze_c1_0132,c1,A,,접근 비용 | 유지 부담 | 선택권 축소,편의점 | 내년 | 연습
cloze_c1_0133,c1,A,,접근 비용 | 유지 부담 | 선택권 축소,주인 | 셋 | 빨간색
cloze_c1_0136,c1,A,,접근 비용 | 유지 부담 | 선택권 축소,무료 | 한국어 | 우유
cloze_c1_0137,c1,A,,발언 할당 | 대리 참여 | 피드백 순환,설빔 | 예습 | 빨간색
cloze_c1_0138,c1,A,,참여 장벽 | 대리 참여 | 피드백 순환,동창 | 책임 | 보름달
cloze_c1_0139,c1,A,,참여 장벽 | 발언 할당 | 피드백 순환,코 | 편지 | 현지화
cloze_c1_0140,c1,A,,참여 장벽 | 발언 할당 | 대리 참여,강점 | 고민 | 일요일
cloze_c1_0141,c1,A,,참여 장벽 | 발언 할당 | 대리 참여,재활용 | 동물원 | 장모님
cloze_c1_0142,c1,A,,참여 장벽 | 발언 할당 | 대리 참여,맑음 | 필통 | 거실
cloze_c1_0143,c1,A,,참여 장벽 | 발언 할당 | 대리 참여,원상복구 | 아주머니 | 체온계
cloze_c1_0144,c1,A,,참여 장벽 | 발언 할당 | 대리 참여,안약 | 경쟁력 | 설탕
cloze_c1_0145,c1,A,,참여 장벽 | 발언 할당 | 대리 참여,세탁기 | 관리비 | 의미
cloze_c1_0146,c1,A,,참여 장벽 | 발언 할당 | 대리 참여,치마 | 전화 | 협조
cloze_c1_0147,c1,A,,참여 장벽 | 발언 할당 | 대리 참여,제산제 | 온실가스 | 바나나
cloze_c1_0149,c1,A,,야간 소음 한도 | 녹지 보전 | 상권 이전,한복 | 동전 | 순간
cloze_c1_0150,c1,A,,지역 여건 | 녹지 보전 | 상권 이전,단추 | 번호 | 사
cloze_c1_0151,c1,A,,지역 여건 | 야간 소음 한도 | 상권 이전,빈손 | 경력 | 넷
cloze_c1_0152,c1,A,,지역 여건 | 야간 소음 한도 | 녹지 보전,놀이공원 | 직업 | 회원권
cloze_c1_0153,c1,A,,지역 여건 | 야간 소음 한도 | 녹지 보전,답례 | 어휘 | 앞접시
cloze_c1_0154,c1,A,,지역 여건 | 야간 소음 한도 | 녹지 보전,재현성 | 알림장 | 장갑
cloze_c1_0156,c1,A,,지역 여건 | 야간 소음 한도 | 녹지 보전,대표작 | 기한 | 보증금
cloze_c1_0157,c1,A,,지역 여건 | 야간 소음 한도 | 녹지 보전,장인어른 | 시댁 | 저녁
cloze_c1_0158,c1,A,,지역 여건 | 야간 소음 한도 | 녹지 보전,시행 | 넷 | 태양
cloze_c1_0159,c1,A,,지역 여건 | 야간 소음 한도 | 녹지 보전,임계치 | 재배 | 역효과
cloze_c1_0160,c1,A,,지역 여건 | 야간 소음 한도 | 녹지 보전,평일 | 수건 | 왼쪽
cloze_c1_0161,c1,A,,교체 주기 | 예비 부품 | 점검 로그,손님방 | 태양광 | 서랍
cloze_c1_0162,c1,A,,운영 인력 | 예비 부품 | 점검 로그,모국어 | 대기번호 | 친구
cloze_c1_0163,c1,A,,운영 인력 | 교체 주기 | 점검 로그,유학 | 인터넷 | 연락
cloze_c1_0164,c1,A,,운영 인력 | 교체 주기 | 예비 부품,사이 | 경제 | 위
cloze_c1_0165,c1,A,,운영 인력 | 교체 주기 | 예비 부품,성적 | 모음 | 선별
cloze_c1_0166,c1,A,,운영 인력 | 교체 주기 | 예비 부품,편의점 | 잔액 | 음악
cloze_c1_0167,c1,A,,운영 인력 | 교체 주기 | 예비 부품,우비 | 몸매 | 숙제
cloze_c1_0168,c1,A,,운영 인력 | 교체 주기 | 예비 부품,화분 | 인용 | 윗목
cloze_c1_0169,c1,A,,운영 인력 | 교체 주기 | 예비 부품,홍보물 | 배달 | 배
cloze_c1_0170,c1,A,,운영 인력 | 교체 주기 | 예비 부품,선납금 | 동전 | 목
cloze_c1_0171,c1,A,,운영 인력 | 교체 주기 | 예비 부품,촛불 | 인용 | 국물
cloze_c1_0172,c1,A,,운영 인력 | 교체 주기 | 예비 부품,원리 | 답례 | 목도리
cloze_c1_0195,c1,A,,규제 | 상한 | 완화,소나기 | 무대 | 신고
cloze_c1_0197,c1,A,,자발성 | 헌신 | 분담,업무 | 교수 | 수리비
cloze_c1_0209,c1,A,,신원 | 노출 | 대면,삼 | 점장 | 신혼여행
cloze_c1_0218,c1,A,,차단 | 경계 | 선별,주소 | 댁 | 업무
cloze_c1_0222,c1,A,,계약 기간 | 방의 방향 | 입주 순서,초록색 | 내년 | 공책
cloze_c1_0223,c1,A,,홍보 문구 | 통근 거리 | 가구 배치,현관 | 라벨 | 선생님
cloze_c1_0225,c1,A,,같은 순위 | 단일 점수 | 빠른 답장,회의 | 남자친구 | 처가
cloze_c1_0226,c1,A,,지원자의 나이 | 면접실 위치 | 공고의 길이,햇과일 | 논문 | 보관기간
cloze_c1_0228,c1,A,,입국 통계 | 세대 이름 | 광고 문구,면책 | 아랫목 | 자발성
cloze_c1_0229,c1,A,,공연 순서 | 월세 광고 | 면접 점수,노인 | 형 | 안약
cloze_c1_0231,c1,A,,조회수와 순위 | 노래와 음식 | 화면과 색상,부분 | 유형 | 영향
cloze_c1_0232,c1,A,,하나의 순위 | 같은 자막 | 짧은 후렴,연세 | 국기 | 누나
cloze_c1_0233,c1,A,,표본 구성 | 이해관계자 | 제도 접근성,결과 | 대화 | 케이크
cloze_c1_0237,c1,A,,보완책 | 돌봄 공백 | 맥락 번역,복지 | 시어머니 | 지폐
cloze_c1_0243,c1,A,,맥락 번역 | 인과관계 | 보완책,내용증명 | 제사상 | 음복
cloze_c2_0003,c2,A,,실행 속도가 빨라집니다 | 예산이 자동으로 늘어납니다 | 반대 의견이 사라집니다,합의가 결렬되었습니다 | 참여 장벽을 낮췄습니다 | 개선안을 함께 제시했습니다
cloze_c2_0021,c2,A,,주인공을 전혀 이해하지 못해 | 결말을 이미 알고 있어서 | 다른 인물을 먼저 비판하고,촉박하긴 하지만 | 상대의 언어를 그대로 빌렸지만 | 표현의 수위는 낮췄지만
cloze_c2_0029,c2,A,,요구 자체를 철회했고 | 상대를 더 자극했고 | 주제를 완전히 바꿨고,주인공에게 이입했지만 | 촉박하긴 하지만 | 상대의 언어를 그대로 빌렸지만
cloze_c2_0036,c2,A,,새로운 개념을 제안했고 | 전제를 먼저 비판했고 | 용어의 역사를 설명했고,주인공에게 이입했지만 | 촉박하긴 하지만 | 표현의 수위는 낮췄지만
cloze_c2_0077,c2,A,,은유 체계 | 주어 선택 | 수동 은폐,귀걸이 | 총주거비 | 말투
cloze_c2_0078,c2,A,,담론 전제 | 주어 선택 | 수동 은폐,숨은참조 | 정도 | 소화제
cloze_c2_0079,c2,A,,담론 전제 | 은유 체계 | 수동 은폐,가능성 | 약국 | 약
cloze_c2_0080,c2,A,,담론 전제 | 은유 체계 | 주어 선택,샴푸 | 입구 | 생태계
cloze_c2_0081,c2,A,,담론 전제 | 은유 체계 | 주어 선택,기한 | 결함 | 잠재력
cloze_c2_0082,c2,A,,담론 전제 | 은유 체계 | 주어 선택,분담 | 건강식품 | 핵심
cloze_c2_0083,c2,A,,담론 전제 | 은유 체계 | 주어 선택,밑반찬 | 발언권 | 인권
cloze_c2_0084,c2,A,,담론 전제 | 은유 체계 | 주어 선택,커피 | 반바지 | 서류
cloze_c2_0085,c2,A,,담론 전제 | 은유 체계 | 주어 선택,상징 | 출근 | 시동생
cloze_c2_0087,c2,A,,담론 전제 | 은유 체계 | 주어 선택,목도리 | 문화 | 컴퓨터
cloze_c2_0088,c2,A,,담론 전제 | 은유 체계 | 주어 선택,좌회전 | 영상 | 연습장
cloze_c2_0089,c2,A,,공식 어조 | 위임 범위 | 기록 의무,양손 | 출장 | 데이터량
cloze_c2_0090,c2,A,,제도적 권한 | 위임 범위 | 기록 의무,환자 | 상가 | 요금제
cloze_c2_0091,c2,A,,제도적 권한 | 공식 어조 | 기록 의무,여자친구 | 할아버지 | 경위
cloze_c2_0092,c2,A,,제도적 권한 | 공식 어조 | 위임 범위,양극화 | 양보 | 시누이
cloze_c2_0093,c2,A,,제도적 권한 | 공식 어조 | 위임 범위,우회전 | 책 | 현대인
cloze_c2_0094,c2,A,,제도적 권한 | 공식 어조 | 위임 범위,수위 | 노선도 | 편지
cloze_c2_0095,c2,A,,제도적 권한 | 공식 어조 | 위임 범위,고향 | 맥락 | 우회전
cloze_c2_0096,c2,A,,제도적 권한 | 공식 어조 | 위임 범위,왼쪽 | 사생활 | 초록색
cloze_c2_0097,c2,A,,제도적 권한 | 공식 어조 | 위임 범위,학생 | 군인 | 건강
cloze_c2_0098,c2,A,,제도적 권한 | 공식 어조 | 위임 범위,밤 | 표집틀 | 모양
cloze_c2_0099,c2,A,,제도적 권한 | 공식 어조 | 위임 범위,형용사 | 하차 | 공책
cloze_c2_0100,c2,A,,제도적 권한 | 공식 어조 | 위임 범위,취중진담 | 손 | 우편함
cloze_c2_0101,c2,A,,선택적 기억 | 증언 위치 | 연대기 절단,용 | 꽃다발 | 칫솔
cloze_c2_0102,c2,A,,서술 시점 | 증언 위치 | 연대기 절단,일관성 | 예단 | 장갑
cloze_c2_0103,c2,A,,서술 시점 | 선택적 기억 | 연대기 절단,변호사 | 우비 | 일기예보
cloze_c2_0104,c2,A,,서술 시점 | 선택적 기억 | 증언 위치,가방 | 우산 | 책상
cloze_c2_0105,c2,A,,서술 시점 | 선택적 기억 | 증언 위치,경쟁력 | 이삿짐 | 거실
cloze_c2_0106,c2,A,,서술 시점 | 선택적 기억 | 증언 위치,슬리퍼 | 묘사 | 청구서
cloze_c2_0107,c2,A,,서술 시점 | 선택적 기억 | 증언 위치,성함 | 디자인 | 적발
cloze_c2_0108,c2,A,,서술 시점 | 선택적 기억 | 증언 위치,거스름돈 | 보험금 | 휴식권
cloze_c2_0109,c2,A,,서술 시점 | 선택적 기억 | 증언 위치,결혼기념일 | 열 | 눈싸움
cloze_c2_0110,c2,A,,서술 시점 | 선택적 기억 | 증언 위치,어머니 | 미세먼지 | 전제
cloze_c2_0111,c2,A,,서술 시점 | 선택적 기억 | 증언 위치,주의 | 필요 | 출구
cloze_c2_0112,c2,A,,서술 시점 | 선택적 기억 | 증언 위치,잘못 | 이웃집 | 이견
cloze_c2_0113,c2,A,,전문 장벽 | 불가피 수사 | 전문가 위임,이해관계자 | 바나나 | 치마
cloze_c2_0115,c2,A,,명령형 공지 | 전문 장벽 | 전문가 위임,진지 | 차이 | 우비
cloze_c2_0116,c2,A,,명령형 공지 | 전문 장벽 | 불가피 수사,가격 | 접수증 | 몸
cloze_c2_0117,c2,A,,명령형 공지 | 전문 장벽 | 불가피 수사,지갑 | 여권 | 신발
cloze_c2_0119,c2,A,,명령형 공지 | 전문 장벽 | 불가피 수사,일반화 | 락커 | 위
cloze_c2_0120,c2,A,,명령형 공지 | 전문 장벽 | 불가피 수사,겨울 | 적발 | 지하철
cloze_c2_0121,c2,A,,명령형 공지 | 전문 장벽 | 불가피 수사,솔잎 | 시장 | 통장
cloze_c2_0122,c2,A,,명령형 공지 | 전문 장벽 | 불가피 수사,부동산 | 사전 | 밖
cloze_c2_0123,c2,A,,명령형 공지 | 전문 장벽 | 불가피 수사,식비 | 하차 | 여자친구
cloze_c2_0124,c2,A,,명령형 공지 | 전문 장벽 | 불가피 수사,승차 | 미래 | 청소기
cloze_c2_0125,c2,A,,자동 결정 | 인간 재심 | 기한 안내,민주주의 | 시어머니 | 여자친구
cloze_c2_0127,c2,A,,이의 경로 | 자동 결정 | 기한 안내,모음 | 자식 | 겨울
cloze_c2_0128,c2,A,,이의 경로 | 자동 결정 | 인간 재심,안내데스크 | 아빠 | 뉘앙스
cloze_c2_0129,c2,A,,이의 경로 | 자동 결정 | 인간 재심,연결편 | 전형 | 시청
cloze_c2_0130,c2,A,,이의 경로 | 자동 결정 | 인간 재심,봄 | 회의실 | 공간
cloze_c2_0131,c2,A,,이의 경로 | 자동 결정 | 인간 재심,처분 | 지속성 | 인분
cloze_c2_0133,c2,A,,이의 경로 | 자동 결정 | 인간 재심,요금제 | 층수 | 배제
cloze_c2_0134,c2,A,,이의 경로 | 자동 결정 | 인간 재심,상관관계 | 휴게소 | 불고기
cloze_c2_0135,c2,A,,결정 요약 | 자동 결정 | 인간 재심,스탬프 | 계산서 | 위
cloze_c2_0136,c2,A,,이의 경로 | 자동 결정 | 인간 재심,동사 | 식비 | 돼지고기
cloze_c2_0145,c2,A,,추적 가능성 | 변경 이력 | 접근 기록,휴게소 | 변화 | 몸매
cloze_c2_0147,c2,A,,추적 가능성 | 변경 이력 | 접근 기록,연고 | 맏이 | 주거비
cloze_c2_0149,c2,A,,동의 철회 | 파생 데이터 | 복원 금지,비빔밥 | 신호등 | 가치관
cloze_c2_0152,c2,A,,철회권 | 동의 철회 | 파생 데이터,언니 | 배 | 몸매
cloze_c2_0153,c2,A,,철회권 | 동의 철회 | 파생 데이터,문화 | 배제 | 요소
cloze_c2_0154,c2,A,,철회권 | 동의 철회 | 파생 데이터,축하 | 진단서 | 기차
cloze_c2_0155,c2,A,,철회권 | 동의 철회 | 파생 데이터,안경 | 선생님 | 효력
cloze_c2_0156,c2,A,,철회권 | 동의 철회 | 파생 데이터,인터넷 | 모기 | 카드
cloze_c2_0158,c2,A,,철회권 | 동의 철회 | 파생 데이터,손님 | 책 | 저녁
cloze_c2_0159,c2,A,,고지 시점 | 동의 철회 | 파생 데이터,분야 | 이해관계자 | 상견례
cloze_c2_0160,c2,A,,철회권 | 동의 철회 | 파생 데이터,마트 | 참조 | 배
cloze_c2_0161,c2,A,,오류 비용 | 피드백 왜곡 | 대리 변수,바람 | 밖 | 맛
cloze_c2_0162,c2,A,,차등 영향 | 피드백 왜곡 | 대리 변수,몸 | 대학생 | 편의점
cloze_c2_0163,c2,A,,차등 영향 | 오류 비용 | 대리 변수,모양 | 고향집 | 안약
cloze_c2_0164,c2,A,,차등 영향 | 오류 비용 | 피드백 왜곡,창구 | 계약서 | 오해
cloze_c2_0166,c2,A,,차등 영향 | 오류 비용 | 피드백 왜곡,여력 | 흰색 | 원인
cloze_c2_0167,c2,A,,차등 영향 | 오류 비용 | 피드백 왜곡,회의 | 결과 | 계약서
cloze_c2_0168,c2,A,,차등 영향 | 오류 비용 | 피드백 왜곡,국기 | 관계 | 복주머니
cloze_c2_0171,c2,A,,차등 영향 | 오류 비용 | 피드백 왜곡,거기 | 변화 | 앞머리
cloze_c2_0173,c2,A,,시정 | 통보 | 유예,읽씹 | 비용 | 과장
cloze_c2_0214,c2,A,,담론 | 동조 | 배제,사이즈 | 시간표 | 숨은참조
cloze_c2_0221,c2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",주거에 불과하면 | 주거를 전제로 | 주거라고 치더라도,마시다 | 고르다 | 와
cloze_c2_0223,c2,A,,광고의 색상 | 계약의 글꼴 | 회의의 순서,남자친구 | 통계 | 쌍둥이
cloze_c2_0225,c2,A,,속도의 향상 | 광고의 효과 | 면접의 순서,스트레칭 | 차별 | 검증
cloze_c2_0226,c2,A,,받은 점수 | 지원한 날짜 | 공고의 제목,휴게소 | 제산제 | 물고기
cloze_c2_0227,c2,A,,지표라 함은 | 지표를 전제로 | 지표라고 치더라도,접근성도 함께 확보해야 합니다 | 발언권은 보장해야 합니다 | 우선순위에서 밀리곤 합니다
cloze_c2_0229,c2,A,,정부의 홍보 | 기업의 점수 | 기사의 제목,상황 | 담론 | 교환
cloze_c2_0232,c2,A,,후렴 반복 | 자막 속도 | 의상 색상,퇴근 | 마감 | 장인어른
