id,level,ko,de,en,field_notes,상태,jin_memo
vocab_b2_0545,B2,사용 제한,Nutzungsbeschränkung,use restriction,rights: original; pack: b2_housing_dispute_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0546,B2,비용 분담,Kostenteilung,cost share,rights: original; pack: b2_housing_dispute_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0547,B2,퇴거 통보,Räumungsankündigung,vacate notice,rights: original; pack: b2_housing_dispute_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0548,B2,전입 날짜,Melddatum,move-in date,rights: original; pack: b2_housing_dispute_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0549,B2,분쟁 조항,Streitklausel,dispute clause,rights: original; pack: b2_housing_dispute_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0550,B2,합의서 초안,Vergleichsentwurf,settlement draft,rights: original; pack: b2_housing_dispute_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0551,B2,원문 대조,Quellenabgleich,source check,rights: original; pack: b2_media_literacy_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0552,B2,선택 편집,Auswahlmontage,selective edit,rights: original; pack: b2_media_literacy_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0553,B2,후원 표시,Kennzeichnung,sponsorship label,rights: original; pack: b2_media_literacy_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0554,B2,통계 단위,Maßeinheit,statistic unit,rights: original; pack: b2_media_literacy_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0555,B2,인용 맥락,Zitatrahmen,quote context,rights: original; pack: b2_media_literacy_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0556,B2,정정 보도,Richtigstellung,correction notice,rights: original; pack: b2_media_literacy_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0557,B2,익명 제보,anonyme Meldung,anonymous tip,rights: original; pack: b2_media_literacy_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0558,B2,알고리즘 추천,Empfehlungslogik,feed ranking,rights: original; pack: b2_media_literacy_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0559,B2,사실 확인,Faktenprüfung,fact check,rights: original; pack: b2_media_literacy_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0560,B2,과장 표현,Übertreibung,loaded wording,rights: original; pack: b2_media_literacy_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0561,B2,출처 계층,Quellenlage,source layer,rights: original; pack: b2_media_literacy_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0562,B2,공유 보류,Teilestopp,hold before sharing,rights: original; pack: b2_media_literacy_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0563,B2,주민 의견,Einwohnerstimme,resident input,rights: original; pack: b2_civic_meeting_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0564,B2,안건 순서,Tagesordnung,agenda order,rights: original; pack: b2_civic_meeting_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0565,B2,발언권,Rederecht,the floor,rights: original; pack: b2_civic_meeting_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0566,B2,회의 기록문,Sitzungsprotokoll,minutes,rights: original; pack: b2_civic_meeting_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0567,B2,이해관계,Interessenlage,stake,rights: original; pack: b2_civic_meeting_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0568,B2,반대 이유,Gegengrund,reason against,rights: original; pack: b2_civic_meeting_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0569,B2,수정안,Änderungsantrag,amendment,rights: original; pack: b2_civic_meeting_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0570,B2,표결 방식,Abstimmungsform,voting method,rights: original; pack: b2_civic_meeting_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0571,B2,방청,Zuhören,public gallery,rights: original; pack: b2_civic_meeting_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0572,B2,회의 정족,Beschlussfähigkeit,quorum,rights: original; pack: b2_civic_meeting_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0573,B2,공개 질의,öffentliche Nachfrage,public question,rights: original; pack: b2_civic_meeting_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0574,B2,후속 공지,Folgebekanntgabe,follow-up notice,rights: original; pack: b2_civic_meeting_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0575,B2,양보 범위,Spielraum,concession range,rights: original; pack: b2_team_negotiation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0576,B2,핵심 조건,Kernbedingung,must-have,rights: original; pack: b2_team_negotiation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0577,B2,대안 제시,Gegenvorschlag,counter-offer,rights: original; pack: b2_team_negotiation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0578,B2,침묵 구간,Denkpause,silent pause,rights: original; pack: b2_team_negotiation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0579,B2,공동 초안,Gemeinentwurf,joint draft,rights: original; pack: b2_team_negotiation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0580,B2,결정 권한,Entscheidungskompetenz,decision right,rights: original; pack: b2_team_negotiation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0581,B2,시간 상자,Zeitfenster,time box,rights: original; pack: b2_team_negotiation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0582,B2,이해 확인,Verständnischeck,check for understanding,rights: original; pack: b2_team_negotiation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0583,B2,기록 담당,Protokollführung,note owner,rights: original; pack: b2_team_negotiation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0584,B2,보류 사유,Ruhegrund,reason to pause,rights: original; pack: b2_team_negotiation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0585,B2,상호 양보,wechselseitiges Nachgeben,mutual concession,rights: original; pack: b2_team_negotiation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0586,B2,합의 문장,Einigungssatz,agreed sentence,rights: original; pack: b2_team_negotiation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0587,B2,한 장 요약,Einseiter,one-pager,rights: original; pack: b2_policy_brief_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0588,B2,선택지 비교,Optionsvergleich,option compare,rights: original; pack: b2_policy_brief_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0589,B2,가정 명시,Annahmenklarheit,stated assumption,rights: original; pack: b2_policy_brief_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0590,B2,영향 집단,betroffene Gruppe,affected group,rights: original; pack: b2_policy_brief_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0591,B2,실행 단계,Umsetzungsschritt,implementation step,rights: original; pack: b2_policy_brief_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0592,B2,반대 시나리오,Gegenszenario,counter-case,rights: original; pack: b2_policy_brief_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0593,B2,측정 지표,Messgröße,metric,rights: original; pack: b2_policy_brief_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0594,B2,권고 문장,Empfehlungssatz,recommendation line,rights: original; pack: b2_policy_brief_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0595,B2,공개 범위,Öffnungsgrad,disclosure scope,rights: original; pack: b2_policy_brief_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0596,B2,결정 기한,Entscheidungsfrist,decision deadline,rights: original; pack: b2_policy_brief_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0597,B2,근거 각주,Belegfußnote,source footnote,rights: original; pack: b2_policy_brief_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0598,B2,남은 불확실성,Restunsicherheit,remaining uncertainty,rights: original; pack: b2_policy_brief_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0599,B2,상위 담당,nächste Ebene,next-level owner,rights: original; pack: b2_customer_escalation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0600,B2,사건 번호,Fallnummer,case id,rights: original; pack: b2_customer_escalation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0601,B2,약속 불이행,Nichteinhaltung,broken promise,rights: original; pack: b2_customer_escalation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0602,B2,보상 한도,Kulanzrahmen,goodwill limit,rights: original; pack: b2_customer_escalation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0603,B2,재발 기록,Wiederholungsnotiz,repeat log,rights: original; pack: b2_customer_escalation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0604,B2,감정 분리,Sachton,separate the feeling,rights: original; pack: b2_customer_escalation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0605,B2,우회 채널,Nebenweg,side channel,rights: original; pack: b2_customer_escalation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0606,B2,최종 통지,letzte Mitteilung,final notice,rights: original; pack: b2_customer_escalation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0607,B2,책임 소재,Zuständigkeit,who owns it,rights: original; pack: b2_customer_escalation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0608,B2,현장 확인,Vor-Ort-Prüfung,on-site check,rights: original; pack: b2_customer_escalation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0609,B2,합의 조건,Vergleichsklausel,settlement term,rights: original; pack: b2_customer_escalation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0610,B2,종결 확인,Abschlussbestätigung,closure confirm,rights: original; pack: b2_customer_escalation_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0611,B2,연구 질문,Leitfrage,research question,rights: original; pack: b2_research_summary_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0612,B2,표본 크기,Stichprobenumfang,sample size,rights: original; pack: b2_research_summary_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0613,B2,한계 문장,Grenzsatz,limitation line,rights: original; pack: b2_research_summary_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0614,B2,교차 확인,Gegenprobe,cross-check,rights: original; pack: b2_research_summary_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0615,B2,용어 정의,Arbeitsdefinition,working definition,rights: original; pack: b2_research_summary_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0616,B2,인용 형식,Belegform,citation form,rights: original; pack: b2_research_summary_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0617,B2,결과 강도,Aussagestärke,claim strength,rights: original; pack: b2_research_summary_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0618,B2,도표 읽기,Diagrammlektüre,chart reading,rights: original; pack: b2_research_summary_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0619,B2,반례 찾기,Gegenbeispielsuche,looking for counterexamples,rights: original; pack: b2_research_summary_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0620,B2,요약 문단,Kurzabsatz,summary paragraph,rights: original; pack: b2_research_summary_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0621,B2,후속 조사,Anschlussrecherche,follow-up study,rights: original; pack: b2_research_summary_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0622,B2,출처 목록,Quellenliste,source list,rights: original; pack: b2_research_summary_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0073,C1,불확실성 구간,Unsicherheitsspanne,uncertainty range,rights: original; pack: c1_evidence_caveat_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0074,C1,표본 편향,Stichprobenverzerrung,sample bias,rights: original; pack: c1_evidence_caveat_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0075,C1,과잉 일반화,Überverallgemeinerung,overgeneralization,rights: original; pack: c1_evidence_caveat_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0076,C1,신뢰 구간,Konfidenzintervall,confidence interval,rights: original; pack: c1_evidence_caveat_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0077,C1,공개 한계문,Grenzhinweis,public limitation note,rights: original; pack: c1_evidence_caveat_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0078,C1,설명 강도,Erklärstärke,explanatory strength,rights: original; pack: c1_evidence_caveat_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0079,C1,관측 공백,Beobachtungslücke,observation gap,rights: original; pack: c1_evidence_caveat_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0080,C1,측정 오차,Messabweichung,measurement error,rights: original; pack: c1_evidence_caveat_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0081,C1,인과 단정,Kausalbehauptung,causal leap,rights: original; pack: c1_evidence_caveat_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0082,C1,재현 여부,Replizierbarkeit,replicability,rights: original; pack: c1_evidence_caveat_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0083,C1,선택 보고,selektives Berichten,selective reporting,rights: original; pack: c1_evidence_caveat_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0084,C1,잠정 결론,vorläufiges Fazit,provisional conclusion,rights: original; pack: c1_evidence_caveat_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0085,C1,브리핑 문안,Lageformulierung,briefing wording,rights: original; pack: c1_public_briefing_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0086,C1,위험 등급,Risikostufe,risk grade,rights: original; pack: c1_public_briefing_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0087,C1,비전문가 설명,Laienerklärung,plain-language explainer,rights: original; pack: c1_public_briefing_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0088,C1,질의 시간,Nachfragfenster,question window,rights: original; pack: c1_public_briefing_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0089,C1,오해 예방,Missverständnisvorsorge,misread prevention,rights: original; pack: c1_public_briefing_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0090,C1,속보 절제,Eilzurückhaltung,holding a flash update,rights: original; pack: c1_public_briefing_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0091,C1,공동 발표,Gemeinerklärung,joint statement,rights: original; pack: c1_public_briefing_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0092,C1,시각 자료,Schaubild,visual aid,rights: original; pack: c1_public_briefing_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0093,C1,정정 창구,Korrekturkanal,correction channel,rights: original; pack: c1_public_briefing_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0094,C1,행동 권고,Handlungsempfehlung,action advice,rights: original; pack: c1_public_briefing_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0095,C1,자료 공개일,Veröffentlichungstag,release day,rights: original; pack: c1_public_briefing_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0096,C1,발언 기록,Wortprotokoll,spoken record,rights: original; pack: c1_public_briefing_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0097,C1,문항 유도,Suggestivfrage,leading item,rights: original; pack: c1_survey_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0098,C1,무응답 처리,Item-Nonresponse,missing-answer handling,rights: original; pack: c1_survey_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0099,C1,가중치 부여,Gewichtung,weighting,rights: original; pack: c1_survey_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0100,C1,표집틀,Auswahlrahmen,sampling frame,rights: original; pack: c1_survey_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0101,C1,사전 조사,Pretest,pretest,rights: original; pack: c1_survey_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0102,C1,응답 부담,Antwortlast,respondent burden,rights: original; pack: c1_survey_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0103,C1,척도 간격,Skalenabstand,scale spacing,rights: original; pack: c1_survey_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0104,C1,개방형 코딩,Offencodierung,open-code scheme,rights: original; pack: c1_survey_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0105,C1,수집 시점,Erhebungszeit,collection window,rights: original; pack: c1_survey_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0106,C1,비교 가능성,Vergleichbarkeit,comparability,rights: original; pack: c1_survey_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0107,C1,익명화 수준,Anonymisierungsgrad,anonymization level,rights: original; pack: c1_survey_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0108,C1,설계 메모,Designnotiz,design memo,rights: original; pack: c1_survey_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0109,C1,상대 위험,relatives Risiko,relative risk,rights: original; pack: c1_risk_wording_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0110,C1,절대 건수,Absolutenzahl,absolute count,rights: original; pack: c1_risk_wording_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0111,C1,잔여 위험,Restrisiko,residual risk,rights: original; pack: c1_risk_wording_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0112,C1,조기 경보,Frühwarnung,early warning,rights: original; pack: c1_risk_wording_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0113,C1,오탐 비율,Falschalarmquote,false-alarm rate,rights: original; pack: c1_risk_wording_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0114,C1,노출 시간,Expositionsdauer,exposure time,rights: original; pack: c1_risk_wording_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0115,C1,취약 집단,vulnerable Gruppe,vulnerable group,rights: original; pack: c1_risk_wording_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0116,C1,행동 문턱,Handlungsschwelle,action threshold,rights: original; pack: c1_risk_wording_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0117,C1,소통 톤,Kommunikationslage,communication tone,rights: original; pack: c1_risk_wording_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0118,C1,갱신 주기,Aktualisierungsrhythmus,update cadence,rights: original; pack: c1_risk_wording_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0119,C1,비교 기준점,Vergleichsanker,comparison anchor,rights: original; pack: c1_risk_wording_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0120,C1,경고 피로,Warnmüdigkeit,alert fatigue,rights: original; pack: c1_risk_wording_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0121,C1,접근 비용,Zugangskosten,access cost,rights: original; pack: c1_access_cost_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0122,C1,유지 부담,Folgelast,upkeep burden,rights: original; pack: c1_access_cost_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0123,C1,선택권 축소,Wahlverengung,narrowed choice,rights: original; pack: c1_access_cost_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0124,C1,우회 경로,Umwegzugang,workaround path,rights: original; pack: c1_access_cost_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0125,C1,보조 인력,Assistenzkraft,support staff,rights: original; pack: c1_access_cost_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0126,C1,예약 장벽,Buchungshürde,booking barrier,rights: original; pack: c1_access_cost_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0127,C1,대기 불이익,Wartenachteil,wait penalty,rights: original; pack: c1_access_cost_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0128,C1,요금 누진,Tarifprogression,rising fee steps,rights: original; pack: c1_access_cost_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0129,C1,정보 접근,Informationszugang,information access,rights: original; pack: c1_access_cost_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0130,C1,현장 동선,Vor-Ort-Weg,on-site route,rights: original; pack: c1_access_cost_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0131,C1,지속 가능 조건,Dauerbedingung,condition for staying viable,rights: original; pack: c1_access_cost_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0132,C1,비용 전가,Kostenverschiebung,cost shift,rights: original; pack: c1_access_cost_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0133,C1,참여 장벽,Teilnahmehürde,participation barrier,rights: original; pack: c1_participation_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0134,C1,발언 할당,Redequote,speaking allotment,rights: original; pack: c1_participation_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0135,C1,대리 참여,Stellvertretung,proxy participation,rights: original; pack: c1_participation_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0136,C1,피드백 순환,Rückmeldeschleife,feedback loop,rights: original; pack: c1_participation_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0137,C1,의제 설정권,Agendahoheit,agenda power,rights: original; pack: c1_participation_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0138,C1,소수 의견,Minderheitenlage,minority view,rights: original; pack: c1_participation_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0139,C1,접근 가능한 장소,barrierearmer Ort,accessible venue,rights: original; pack: c1_participation_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0140,C1,통역 지원,Dolmetschhilfe,interpreting support,rights: original; pack: c1_participation_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0141,C1,사전 자료,Vorabunterlage,advance packet,rights: original; pack: c1_participation_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_c1_0142,C1,참여 피로,Beteiligungsmüdigkeit,engagement fatigue,rights: original; pack: c1_participation_design_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
