id,level,ko,de,en,field_notes,상태,jin_memo
satz_a1_0256,A1,"안녕하세요, 처음 뵙겠습니다.","Hallo, freut mich.","Hi, nice to meet you.",rights: original; derived from live unused vocab 안녕하세요,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0346,A2,잔액이 얼마나 남았어요?,Wie viel Guthaben ist noch übrig?,How much is left in the account?,rights: original; derived from live unused vocab 잔액,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0347,A2,송금 수수료 얼마예요?,Wie hoch ist die Überweisungsgebühr?,How much is the transfer fee?,rights: original; derived from live unused vocab 수수료,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0348,A2,공항에서 유로로 환전했어요.,Ich habe am Flughafen Geld in Euro gewechselt.,I exchanged money into euros at the airport.,rights: original; derived from live unused vocab 환전하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0349,A2,매달 조금씩이라도 저축하려고 해요.,"Ich versuche, jeden Monat wenigstens etwas zu sparen.",I try to save at least a little every month.,rights: original; derived from live unused vocab 저축하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0324,B1,요즘 이 광고가 아주 인기예요.,Diese Werbung ist zurzeit sehr beliebt.,This ad is very popular these days.,rights: original; derived from live unused vocab 광고,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0325,B1,어제 그 방송 봤어요?,Hast du gestern die Sendung gesehen?,Did you watch that broadcast yesterday?,rights: original; derived from live unused vocab 방송,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0326,B1,아침마다 뉴스를 봐요.,Ich schaue jeden Morgen die Nachrichten.,I watch the news every morning.,rights: original; derived from live unused vocab 뉴스,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0327,B1,제가 좋아하는 배우가 나와요.,Mein Lieblingsschauspieler tritt auf.,My favorite actor appears.,rights: original; derived from live unused vocab 배우,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0328,B1,주말에 공연을 보러 가요.,Am Wochenende gehe ich zu einer Aufführung.,I am going to see a performance this weekend.,rights: original; derived from live unused vocab 공연,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0329,B1,가수가 무대에 올라갔어요.,Der Sänger ging auf die Bühne.,The singer went on stage.,rights: original; derived from live unused vocab 무대,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0330,B1,한국 문학에 관심이 있어요.,Ich interessiere mich für koreanische Literatur.,I am interested in Korean literature.,rights: original; derived from live unused vocab 문학,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0331,B1,이 마을은 전통을 지켜요.,Dieses Dorf bewahrt seine Tradition.,This village keeps its tradition.,rights: original; derived from live unused vocab 전통,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0332,B1,이 노래가 요즘 유행이에요.,Dieses Lied ist gerade im Trend.,This song is trending these days.,rights: original; derived from live unused vocab 유행,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0333,B1,미술관이 어디에 있어요?,Wo ist das Kunstmuseum?,Where is the art museum?,rights: original; derived from live unused vocab 미술관,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0334,B1,박물관은 월요일에 쉬어요.,Das Museum hat montags geschlossen.,The museum is closed on Mondays.,rights: original; derived from live unused vocab 박물관,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0335,B1,기념품은 어디에서 팔아요?,Wo werden Souvenirs verkauft?,Where do they sell souvenirs?,rights: original; derived from live unused vocab 기념품,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0336,B1,광장에 사람이 많아요.,Auf dem Platz sind viele Menschen.,There are many people in the plaza.,rights: original; derived from live unused vocab 광장,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0337,B1,시청 앞에서 만나요.,Treffen wir uns vor dem Rathaus.,Let us meet in front of city hall.,rights: original; derived from live unused vocab 시청,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0338,B1,이 호텔은 시설이 좋아요.,Dieses Hotel hat eine gute Ausstattung.,This hotel has good facilities.,rights: original; derived from live unused vocab 시설,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0339,B1,집 근처에 상가가 있어요.,In der Nähe meiner Wohnung gibt es eine Einkaufszeile.,There is a shopping street near my home.,rights: original; derived from live unused vocab 상가,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0340,B1,아이들과 동물원에 갔어요.,Ich war mit den Kindern im Zoo.,I went to the zoo with the kids.,rights: original; derived from live unused vocab 동물원,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0341,B1,주말에 놀이공원에 가요.,Am Wochenende gehen wir in den Freizeitpark.,We go to the amusement park on weekends.,rights: original; derived from live unused vocab 놀이공원,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0342,B1,공연장 입구가 복잡해요.,Der Eingang der Konzerthalle ist voll.,The concert hall entrance is crowded.,rights: original; derived from live unused vocab 공연장,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0343,B1,대학교 근처 하숙집에 살아요.,Ich wohne in einer Studentenpension nahe der Uni.,I live in a boarding house near the university.,rights: original; derived from live unused vocab 하숙집,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0344,B1,공항 면세점에서 화장품을 샀어요.,Im Duty-free-Laden am Flughafen habe ich Kosmetik gekauft.,I bought cosmetics at the airport duty-free shop.,rights: original; derived from live unused vocab 면세점,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0345,B1,동네 책방에서 책을 샀어요.,Ich habe im Buchladen im Viertel ein Buch gekauft.,I bought a book at the local bookstore.,rights: original; derived from live unused vocab 책방,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0346,B1,우체국에서 소포를 보냈어요.,Ich habe bei der Post ein Paket verschickt.,I sent a package at the post office.,rights: original; derived from live unused vocab 우체국,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0347,B1,지갑을 잃어버려서 경찰서에 갔어요.,Ich habe meinen Geldbeutel verloren und bin zur Polizeiwache gegangen.,I lost my wallet and went to the police station.,rights: original; derived from live unused vocab 경찰서,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0348,B1,지폐를 동전으로 바꿨어요.,Ich habe den Geldschein in Münzen gewechselt.,I changed the banknote into coins.,rights: original; derived from live unused vocab 지폐,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0349,B1,동전이 하나도 없어요.,Ich habe keine einzige Münze.,I do not have a single coin.,rights: original; derived from live unused vocab 동전,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0350,B1,오늘 환율이 어떻게 돼요?,Wie steht heute der Wechselkurs?,What is the exchange rate today?,rights: original; derived from live unused vocab 환율,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0351,B1,매달 공과금을 내요.,Ich zahle jeden Monat die Nebenkosten.,I pay utility bills every month.,rights: original; derived from live unused vocab 공과금,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0352,B1,주차 벌금을 냈어요.,Ich habe ein Bußgeld fürs Parken bezahlt.,I paid a parking fine.,rights: original; derived from live unused vocab 벌금,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0353,B1,은행에 예금이 조금 있어요.,Ich habe etwas Sparguthaben auf der Bank.,I have some savings in the bank.,rights: original; derived from live unused vocab 예금,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0354,B1,서울은 생활비가 비싸요.,In Seoul sind die Lebenshaltungskosten hoch.,Living expenses in Seoul are high.,rights: original; derived from live unused vocab 생활비,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0355,B1,이번 달 식비가 많이 나왔어요.,Diesen Monat waren die Essenskosten hoch.,Food expenses were high this month.,rights: original; derived from live unused vocab 식비,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0356,B1,카드로 지불이 가능해요?,Ist Bezahlung mit Karte möglich?,Is payment by card possible?,rights: original; derived from live unused vocab 지불,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0357,B1,열차가 곧 출발해요.,Der Zug fährt gleich ab.,The train departs soon.,rights: original; derived from live unused vocab 열차,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0358,B1,저는 대중교통을 자주 이용해요.,Ich benutze oft öffentliche Verkehrsmittel.,I often use public transportation.,rights: original; derived from live unused vocab 대중교통,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0359,B1,교통카드 어디에서 충전해요?,Wo kann ich die Verkehrskarte aufladen?,Where can I top up the transit card?,rights: original; derived from live unused vocab 교통카드,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0360,B1,다음 역에서 갈아타세요.,Steigen Sie an der nächsten Station um.,Transfer at the next station.,rights: original; derived from live unused vocab 갈아타다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0361,B1,여기에서 좌회전 해 주세요.,Biegen Sie hier bitte links ab.,Please turn left here.,rights: original; derived from live unused vocab 좌회전,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0362,B1,다음 골목에서 우회전 하세요.,Biegen Sie an der nächsten Gasse rechts ab.,Turn right at the next alley.,rights: original; derived from live unused vocab 우회전,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0363,B1,이 길로 직진 해 주세요.,Fahren Sie auf dieser Straße bitte geradeaus.,Please go straight on this road.,rights: original; derived from live unused vocab 직진,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0364,B1,버스가 정류장에 정차해요.,Der Bus hält an der Haltestelle.,The bus stops at the station.,rights: original; derived from live unused vocab 정차하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0365,B1,부산은 관광으로 유명해요.,Busan ist für Tourismus bekannt.,Busan is famous for tourism.,rights: original; derived from live unused vocab 관광,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0366,B1,비상구는 어디에 있어요?,Wo ist der Notausgang?,Where is the emergency exit?,rights: original; derived from live unused vocab 비상구,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0367,B1,입장권 두 장 주세요.,Zwei Eintrittskarten bitte.,Two admission tickets please.,rights: original; derived from live unused vocab 입장권,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0368,B1,입구에 안내문이 붙어 있어요.,Am Eingang hängt ein Hinweisblatt.,A notice is posted at the entrance.,rights: original; derived from live unused vocab 안내문,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0369,B1,병원에 환자가 많아요.,Im Krankenhaus sind viele Patienten.,There are many patients in the hospital.,rights: original; derived from live unused vocab 환자,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0370,B1,의사가 처방전을 써 줬어요.,Der Arzt hat mir ein Rezept ausgestellt.,The doctor wrote me a prescription.,rights: original; derived from live unused vocab 처방전,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0371,B1,이를 치료해야 해요.,Der Zahn muss behandelt werden.,The tooth needs to be treated.,rights: original; derived from live unused vocab 치료하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0372,B1,할머니가 지난주에 입원하셨어요.,Meine Großmutter kam letzte Woche ins Krankenhaus.,My grandmother was hospitalized last week.,rights: original; derived from live unused vocab 입원하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0373,B1,내일 퇴원할 수 있어요.,Morgen kann ich entlassen werden.,I can be discharged tomorrow.,rights: original; derived from live unused vocab 퇴원하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0374,B1,약국에서 감기약을 샀어요.,Ich habe in der Apotheke Erkältungsmedizin gekauft.,I bought cold medicine at the pharmacy.,rights: original; derived from live unused vocab 감기약,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0375,B1,진통제를 하루에 두 번 드세요.,Nehmen Sie das Schmerzmittel zweimal täglich.,Take the painkiller twice a day.,rights: original; derived from live unused vocab 진통제,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0376,B1,속이 안 좋아서 소화제를 먹었어요.,Mir war schlecht und ich habe ein Verdauungsmittel genommen.,I felt unwell and took digestive medicine.,rights: original; derived from live unused vocab 소화제,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0377,B1,눈이 건조해서 안약을 넣어요.,Meine Augen sind trocken und ich benutze Augentropfen.,My eyes are dry so I use eye drops.,rights: original; derived from live unused vocab 안약,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0378,B1,운동하다가 다리를 다쳤어요.,Beim Sport habe ich mir das Bein verletzt.,I hurt my leg while exercising.,rights: original; derived from live unused vocab 다치다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0379,B1,다음 주에 부산으로 출장을 가요.,Nächste Woche mache ich eine Dienstreise nach Busan.,I go on a business trip to Busan next week.,rights: original; derived from live unused vocab 출장,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0380,B1,형이 은행에 취직했어요.,Mein Bruder hat eine Stelle bei einer Bank gefunden.,My brother got a job at a bank.,rights: original; derived from live unused vocab 취직하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0381,B1,신입사원 교육이 있어요.,Es gibt eine Schulung für neue Mitarbeiter.,There is training for new employees.,rights: original; derived from live unused vocab 신입사원,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0382,B1,오늘 업무가 많아요.,Heute habe ich viele Arbeitsaufgaben.,I have a lot of work today.,rights: original; derived from live unused vocab 업무,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0383,B1,저는 주말에도 근무해요.,Ich bin auch am Wochenende im Dienst.,I also work on weekends.,rights: original; derived from live unused vocab 근무하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0384,B1,서류를 준비해 주세요.,Bereiten Sie bitte die Unterlagen vor.,Please prepare the documents.,rights: original; derived from live unused vocab 서류,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0385,B1,내일까지 보고서를 써야 해요.,Bis morgen muss ich den Bericht schreiben.,I have to write the report by tomorrow.,rights: original; derived from live unused vocab 보고서,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0386,B1,여기에 서명해 주세요.,Unterschreiben Sie bitte hier.,Please sign here.,rights: original; derived from live unused vocab 서명하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0387,B1,회사가 새 직원을 모집해요.,Die Firma rekrutiert neue Mitarbeiter.,The company is recruiting new employees.,rights: original; derived from live unused vocab 모집하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0388,B1,오늘 회사에 지각했어요.,Heute bin ich zu spät zur Arbeit gekommen.,I was late for work today.,rights: original; derived from live unused vocab 지각하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0389,B1,오늘 저녁에 모임이 있어요.,Heute Abend habe ich ein Treffen.,I have a gathering this evening.,rights: original; derived from live unused vocab 모임,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0390,B1,친구를 집에 초대했어요.,Ich habe einen Freund nach Hause eingeladen.,I invited a friend to my home.,rights: original; derived from live unused vocab 초대하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0391,B1,토요일에 집들이를 해요.,Am Samstag machen wir eine Einweihungsfeier.,We are having a housewarming party on Saturday.,rights: original; derived from live unused vocab 집들이,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0392,B1,조카 돌잔치에 갔어요.,Ich war auf dem ersten Geburtstagsfest meiner Nichte.,I went to my niece's first birthday party.,rights: original; derived from live unused vocab 돌잔치,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0393,B1,부장님 송별회가 금요일이에요.,Die Abschiedsfeier des Abteilungsleiters ist am Freitag.,The manager's farewell party is on Friday.,rights: original; derived from live unused vocab 송별회,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0394,B1,주말에 결혼식에 가요.,Am Wochenende gehe ich zu einer Hochzeit.,I am going to a wedding this weekend.,rights: original; derived from live unused vocab 결혼식,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0395,B1,오늘은 부모님 결혼기념일이에요.,Heute ist der Hochzeitstag meiner Eltern.,Today is my parents' wedding anniversary.,rights: original; derived from live unused vocab 결혼기념일,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0396,B1,신혼여행은 제주도로 가요.,Die Flitterwochen verbringen wir auf Jeju.,We are going to Jeju for our honeymoon.,rights: original; derived from live unused vocab 신혼여행,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0397,B1,부모님께 꽃을 선물했어요.,Ich habe meinen Eltern Blumen geschenkt.,I gave my parents flowers.,rights: original; derived from live unused vocab 선물하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0398,B1,회의에 꼭 참석해 주세요.,Nehmen Sie bitte unbedingt an der Sitzung teil.,Please be sure to attend the meeting.,rights: original; derived from live unused vocab 참석하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0399,B1,모임 회비는 만 원이에요.,Der Beitrag für das Treffen beträgt 10.000 Won.,The meeting fee is 10000 won.,rights: original; derived from live unused vocab 회비,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0400,B1,오늘은 가족과 외식을 해요.,Heute gehen wir mit der Familie essen.,We are eating out with the family today.,rights: original; derived from live unused vocab 외식,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0401,B1,이 표현은 자주 써요.,Diesen Ausdruck benutzt man oft.,This expression is used often.,rights: original; derived from live unused vocab 표현,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0402,B1,어휘를 늘리고 싶어요.,Ich möchte meinen Wortschatz erweitern.,I want to expand my vocabulary.,rights: original; derived from live unused vocab 어휘,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0403,B1,이 문장은 조금 어려워요.,Dieser Satz ist etwas schwierig.,This sentence is a bit difficult.,rights: original; derived from live unused vocab 문장,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0404,B1,이 단어는 뜻이 두 개예요.,Dieses Wort hat zwei Bedeutungen.,This word has two meanings.,rights: original; derived from live unused vocab 뜻,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0350,A2,한국어로 대화를 연습해요.,Wir üben Gespräche auf Koreanisch.,We practice conversations in Korean.,rights: original; derived from live unused vocab 대화,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0405,B1,이 문장을 독일어로 번역해 주세요.,Übersetzen Sie diesen Satz bitte ins Deutsche.,Please translate this sentence into German.,rights: original; derived from live unused vocab 번역하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0406,B1,친구가 통역을 해 줬어요.,Ein Freund hat für mich gedolmetscht.,A friend interpreted for me.,rights: original; derived from live unused vocab 통역,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0351,A2,질문이 하나 있어요.,Ich habe eine Frage.,I have a question.,rights: original; derived from live unused vocab 질문,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0407,B1,질문에 대답해 주세요.,Antworten Sie bitte auf die Frage.,Please answer the question.,rights: original; derived from live unused vocab 대답하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0408,B1,친구를 소개해 줄게요.,Ich stelle dir einen Freund vor.,I will introduce a friend to you.,rights: original; derived from live unused vocab 소개하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0409,B1,어른에게는 존댓말을 써요.,Gegenüber Älteren benutzt man die Höflichkeitssprache.,You use honorific speech with elders.,rights: original; derived from live unused vocab 존댓말,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0410,B1,친한 친구와는 반말을 해요.,Mit engen Freunden spricht man informell.,You speak casually with close friends.,rights: original; derived from live unused vocab 반말,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0411,B1,제 동생은 성격이 밝아요.,Meine kleine Schwester hat einen fröhlichen Charakter.,My younger sister has a cheerful personality.,rights: original; derived from live unused vocab 성격,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0412,B1,역사에 관심이 많아요.,Ich habe großes Interesse an Geschichte.,I am very interested in history.,rights: original; derived from live unused vocab 관심,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0413,B1,합격 소식은 큰 기쁨이었어요.,Die Nachricht vom Bestehen war eine große Freude.,The news of passing was a great joy.,rights: original; derived from live unused vocab 기쁨,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0414,B1,슬픔은 시간이 지나면 나아져요.,Trauer wird mit der Zeit leichter.,Sadness gets better with time.,rights: original; derived from live unused vocab 슬픔,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0415,B1,혼자 살면 가끔 외로움을 느껴요.,Beim Alleinleben fühlt man manchmal Einsamkeit.,Living alone you sometimes feel loneliness.,rights: original; derived from live unused vocab 외로움,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0416,B1,요즘 고민이 하나 있어요.,Zurzeit habe ich eine Sorge.,I have one worry these days.,rights: original; derived from live unused vocab 고민,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0417,B1,여행 사진을 보니까 정말 부러워요.,Beim Anblick deiner Reisefotos beneide ich dich wirklich.,Seeing your travel photos I really envy you.,rights: original; derived from live unused vocab 부럽다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0418,B1,결과가 정말 궁금해요.,Ich bin sehr gespannt auf das Ergebnis.,I am very curious about the result.,rights: original; derived from live unused vocab 궁금하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0419,B1,연락이 없어서 조금 섭섭했어요.,Ohne deine Nachricht war ich etwas enttäuscht.,I felt a bit hurt because you did not call.,rights: original; derived from live unused vocab 섭섭하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0420,B1,문제가 생각보다 심각해요.,Das Problem ist ernster als gedacht.,The problem is more serious than expected.,rights: original; derived from live unused vocab 심각하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0421,B1,이 소리 좀 이상해요.,Dieses Geräusch ist etwas seltsam.,This sound is a bit strange.,rights: original; derived from live unused vocab 이상하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0422,B1,발표가 정말 훌륭했어요.,Die Präsentation war wirklich ausgezeichnet.,The presentation was truly excellent.,rights: original; derived from live unused vocab 훌륭하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0423,B1,가방을 호텔에 맡겼어요.,Ich habe die Tasche im Hotel abgegeben.,I left my bag at the hotel.,rights: original; derived from live unused vocab 맡기다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0424,B1,방을 좀 치워 주세요.,Räum bitte das Zimmer auf.,Please clean up the room.,rights: original; derived from live unused vocab 치우다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0425,B1,한국 친구를 많이 사귀었어요.,Ich habe viele koreanische Freunde gefunden.,I made many Korean friends.,rights: original; derived from live unused vocab 사귀다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0426,B1,길에서 지갑을 주웠어요.,Ich habe auf der Straße einen Geldbeutel aufgehoben.,I picked up a wallet on the street.,rights: original; derived from live unused vocab 줍다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0427,B1,저는 고양이 한 마리를 키워요.,Ich halte eine Katze.,I am raising a cat.,rights: original; derived from live unused vocab 키우다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0428,B1,취미로 우표를 모아요.,Als Hobby sammle ich Briefmarken.,I collect stamps as a hobby.,rights: original; derived from live unused vocab 모으다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0429,B1,아르바이트로 돈을 벌어요.,Mit einem Nebenjob verdiene ich Geld.,I earn money with a part-time job.,rights: original; derived from live unused vocab 벌다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0430,B1,사과를 깎아서 먹었어요.,Ich habe den Apfel geschält und gegessen.,I peeled the apple and ate it.,rights: original; derived from live unused vocab 깎다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0431,B1,약속을 깜빡 잊어버렸어요.,Ich habe den Termin völlig vergessen.,I completely forgot the appointment.,rights: original; derived from live unused vocab 잊어버리다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0432,B1,컴퓨터를 고쳐야 해요.,Der Computer muss repariert werden.,The computer needs to be fixed.,rights: original; derived from live unused vocab 고치다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0433,B1,공을 던져 주세요.,Wirf mir bitte den Ball zu.,Please throw me the ball.,rights: original; derived from live unused vocab 던지다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0434,B1,우리 고양이는 조금 뚱뚱해요.,Unsere Katze ist etwas dick.,Our cat is a little fat.,rights: original; derived from live unused vocab 뚱뚱하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0435,B1,겨울에는 길이 미끄러워요.,Im Winter sind die Straßen rutschig.,The roads are slippery in winter.,rights: original; derived from live unused vocab 미끄럽다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0436,B1,지하철이 정말 편리해요.,Die U-Bahn ist wirklich praktisch.,The subway is really convenient.,rights: original; derived from live unused vocab 편리하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0437,B1,이 의자는 불편해요.,Dieser Stuhl ist unbequem.,This chair is uncomfortable.,rights: original; derived from live unused vocab 불편하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0438,B1,우리는 취미가 똑같아요.,Wir haben genau das gleiche Hobby.,We have exactly the same hobby.,rights: original; derived from live unused vocab 똑같다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0439,B1,두 단어는 뜻이 비슷해요.,Die beiden Wörter haben eine ähnliche Bedeutung.,The two words have similar meanings.,rights: original; derived from live unused vocab 비슷하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0440,B1,바람이 아주 세요.,Der Wind ist sehr stark.,The wind is very strong.,rights: original; derived from live unused vocab 세다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0441,B1,굵은 펜으로 써 주세요.,Schreiben Sie bitte mit einem dicken Stift.,Please write with a thick pen.,rights: original; derived from live unused vocab 굵다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0442,B1,이 방은 아주 밝아요.,Dieses Zimmer ist sehr hell.,This room is very bright.,rights: original; derived from live unused vocab 밝다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0443,B1,밖이 벌써 어두워요.,Draußen ist es schon dunkel.,It is already dark outside.,rights: original; derived from live unused vocab 어둡다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0444,B1,시험 기간에는 바빠요.,In der Prüfungszeit bin ich beschäftigt.,I am busy during exam period.,rights: original; derived from live unused vocab 기간,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0445,B1,그 순간을 잊을 수 없어요.,Diesen Moment kann ich nicht vergessen.,I cannot forget that moment.,rights: original; derived from live unused vocab 순간,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0446,B1,평일에는 회사에 가요.,An Wochentagen gehe ich zur Arbeit.,I go to work on weekdays.,rights: original; derived from live unused vocab 평일,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0447,B1,이번 연휴에 뭐 해요?,Was machst du an den langen Feiertagen?,What are you doing over the long holiday?,rights: original; derived from live unused vocab 연휴,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0448,B1,세월이 참 빨라요.,Die Zeit vergeht wirklich schnell.,Time really flies.,rights: original; derived from live unused vocab 세월,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0449,B1,저는 서울에서 태어났어요.,Ich bin in Seoul geboren.,I was born in Seoul.,rights: original; derived from live unused vocab 태어나다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0450,B1,내년에 대학교를 졸업해요.,Nächstes Jahr mache ich meinen Uni-Abschluss.,I graduate from university next year.,rights: original; derived from live unused vocab 졸업하다,approved,Jin explicit app-integration approval (2026-08-17).
