id,level,ko,de,en,field_notes,상태,jin_memo
cloze_b1_0175,B1,좌석 재배정 문자가 출발 한 시간 전에 왔어요.,Die Nachricht zur Neuzuweisung kam eine Stunde vor Abfahrt.,The reseating text arrived an hour before departure.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0176,B1,여행자 보험에 일정 변경이 포함되는지 확인해요.,"Ich prüfe, ob die Reiseversicherung die Terminänderung abdeckt.",I check whether travel insurance covers the schedule change.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0177,B1,출발 지연이 한 시간을 넘으면 안내가 나와요.,"Dauert der Abfahrtsverzug länger als eine Stunde, kommt eine Durchsage.","If the departure delay exceeds one hour, there is an announcement.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0178,B1,변경 수수료를 카드로 바로 냈어요.,Die Umbuchungsgebühr habe ich sofort mit Karte gezahlt.,I paid the change fee by card immediately.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0179,B1,확정 대기 상태라 저녁에 다시 확인해요.,"Es steht auf der Warteliste, deshalb prüfe ich am Abend erneut.","It is on a waitlist hold, so I check again in the evening.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0170,B2,성과 면담 전에 스스로 한 일을 세 줄로 적어요.,Vor dem Beurteilungsgespräch schreibe ich drei Zeilen zu meiner Arbeit.,Before the performance talk I write three lines about what I did.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0171,B2,목표 대비 숫자를 과장하지 않아요.,Beim Soll-Ist übertreibe ich die Zahlen nicht.,In target versus actual I do not exaggerate the numbers.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0172,B2,개선 과제는 한 분기 안에 측정 가능하게 정해요.,Die Entwicklungsaufgabe formuliere ich in einem Quartal messbar.,I set the growth task so it can be measured within a quarter.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0173,B2,자기 평가에는 실패한 시도도 짧게 남기어요.,In der Selbsteinschätzung erwähne ich auch gescheiterte Versuche kurz.,In the self-review I briefly include failed attempts.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0174,B2,역량 기술은 형용사보다 사례로 적어요.,Die Kompetenzbeschreibung schreibe ich mit Fällen statt mit Adjektiven.,"I write the skill description with cases, not adjectives.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0175,B2,피드백 메모를 받은 날 바로 정리해요.,Die Rückmeldungsnotiz ordne ich am selben Tag.,I organize the feedback note the same day I receive it.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0176,B2,승진 기준이 공개되지 않아 질문을 준비했어요.,"Weil das Beförderungskriterium nicht offen liegt, habe ich Fragen vorbereitet.","The promotion criterion is not public, so I prepared questions.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0177,B2,면담 기록을 이틀 안에 공유해 달라고 했어요.,"Ich habe gebeten, das Gesprächsprotokoll innerhalb von zwei Tagen zu teilen.",I asked them to share the review minutes within two days.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0178,B2,강점 서술은 팀 결과에 연결해서 말해요.,Die Stärkenformulierung knüpfe ich an das Teamergebnis.,I tie the strength statement to the team result.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0179,B2,보완 계획에는 지원이 필요한 조건을 적어요.,"Im Nachholplan steht, welche Unterstützung nötig ist.",The remediation plan states what support is needed.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0180,B2,평가 주기가 반기라서 중간 점검을 넣었어요.,"Der Beurteilungszyklus ist halbjährlich, deshalb habe ich eine Zwischenprüfung eingefügt.","The review cycle is half-yearly, so I added a midpoint check.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0181,B2,합의된 다음 단계를 달력에 바로 넣어요.,Den vereinbarten Folgeschritt trage ich sofort in den Kalender ein.,I put the agreed next step on the calendar immediately.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0182,B2,수리 거절을 내용증명으로 남겼어요.,Die Ablehnung der Reparatur habe ich per Einschreiben mit Inhalt festgehalten.,I recorded the repair refusal with content-certified mail.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0183,B2,원상복구 범위를 계약서 조항과 맞춰 봐요.,Den Rückbau gleiche ich mit der Vertragsklausel ab.,I match the restoration scope to the contract clause.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0184,B2,하자 보수 기한을 이 주로 요청했어요.,Für die Mängelbeseitigung habe ich zwei Wochen erbeten.,I asked for two weeks for the defect repair.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0185,B2,관리단에 공용부 누수를 공식 안건으로 올렸어요.,Bei der Eigentümergemeinschaft habe ich das Gemeinschaftsleck als Tagesordnung gesetzt.,I put the shared leak on the owners' group agenda.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0186,B2,직접 합의가 안 되어 조정 신청을 넣었어요.,"Weil keine direkte Einigung kam, habe ich einen Schlichtungsantrag gestellt.","Direct agreement failed, so I filed a mediation request.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0187,B2,증거 사진에 날짜가 보이게 찍었어요.,Auf dem Beweisfoto ist das Datum sichtbar.,I took the evidence photo so the date is visible.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0188,B2,공사 기간 사용 제한을 미리 공지해 달라고 했어요.,"Ich habe gebeten, die Nutzungsbeschränkung während der Bauzeit vorher bekanntzugeben.",I asked them to announce the use restriction during construction in advance.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0189,B2,공용부 비용 분담 비율을 규약에서 찾았어요.,Den Anteil der Kostenteilung habe ich in der Ordnung gefunden.,I found the shared cost-share ratio in the bylaws.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0190,B2,퇴거 통보 기한이 법 기준보다 짧아서 이의를 넣었어요.,"Die Frist der Räumungsankündigung war kürzer als gesetzlich, deshalb habe ich widersprochen.","The vacate notice period was shorter than the legal standard, so I objected.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0191,B2,전입 날짜와 열쇠 수령일을 따로 적어요.,Melddatum und Schlüsselübergabe schreibe ich getrennt auf.,I write the move-in date and key handover separately.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0192,B2,분쟁 조항에 관할 기관이 명시되어 있어요.,In der Streitklausel steht die zuständige Stelle.,The dispute clause names the competent body.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0193,B2,합의서 초안을 받기 전에는 공사에 동의하지 않아요.,Ohne Vergleichsentwurf stimme ich den Arbeiten nicht zu.,I do not agree to the work before receiving a settlement draft.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0194,B2,제목만 보지 말고 원문 대조를 먼저 해요.,"Schauen Sie nicht nur die Überschrift an, machen Sie zuerst einen Quellenabgleich.",Do not look only at the headline; do a source check first.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0195,B2,짧은 영상은 선택 편집일 수 있어서 앞뒤를 찾아요.,"Ein kurzes Video kann eine Auswahlmontage sein, deshalb suche ich Vorher und Nachher.","A short clip may be a selective edit, so I look for what came before and after.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0196,B2,후원 표시가 없으면 광고인지 의심해요.,"Ohne Kennzeichnung prüfe ich, ob es Werbung ist.",Without a sponsorship label I question whether it is an ad.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0197,B2,통계 단위가 바뀌면 비교가 어려워요.,"Wechselt die Maßeinheit, wird der Vergleich schwer.","If the statistic unit changes, comparison gets hard.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0198,B2,한 문장만 떼면 인용 맥락이 사라져요.,"Reißt man einen Satz heraus, fehlt der Zitatrahmen.","If you lift one sentence, the quote context disappears.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0199,B2,정정 보도가 내려도 첫 제목이 더 멀리 퍼져요.,Auch nach einer Richtigstellung verbreitet sich die erste Überschrift weiter.,"Even after a correction notice, the first headline travels farther.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0200,B2,익명 제보는 다른 출처와 겹치는지 봐요.,Bei einer anonymen Meldung prüfe ich Überschneidungen mit anderen Quellen.,With an anonymous tip I check overlap with other sources.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0201,B2,알고리즘 추천만 보면 같은 의견만 보여요.,"Folgt man nur der Empfehlungslogik, sieht man dieselben Meinungen.","If you follow only feed ranking, you see the same views.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0202,B2,공유 전에 사실 확인 한 줄을 남겨 둬요.,Vor dem Teilen lasse ich eine Zeile Faktenprüfung stehen.,Before sharing I leave one line of fact check.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0203,B2,과장 표현을 빼고 숫자를 다시 말해요.,Ich lasse die Übertreibung weg und nenne die Zahl erneut.,I drop the loaded wording and restate the number.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0204,B2,출처 계층이 2차면 1차를 찾아요.,"Ist die Quellenlage sekundär, suche ich das Original.","If the source layer is secondary, I look for the primary.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0205,B2,화가 날수록 공유 보류를 십 분 해요.,"Je ärgerlicher ich bin, desto länger lasse ich den Teilestopp von zehn Minuten.","The angrier I am, the more I use a ten-minute hold before sharing.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0206,B2,주민 의견을 삼 분 안에 한 가지로 말해요.,Die Einwohnerstimme fasse ich in drei Minuten auf einen Punkt.,I state resident input as one point in three minutes.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0207,B2,안건 순서가 바뀌면 발언 준비를 다시 해요.,"Ändert sich die Tagesordnung, bereite ich die Wortmeldung neu vor.","If the agenda order changes, I prepare the remark again.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0208,B2,발언권을 받은 뒤에만 자료를 나눠 줘요.,Erst nach dem Rederecht verteile ich Unterlagen.,I hand out papers only after I have the floor.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0209,B2,회의 기록문 초안을 이틀 안에 검토해요.,Den Entwurf des Sitzungsprotokolls prüfe ich innerhalb von zwei Tagen.,I review the minutes draft within two days.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0210,B2,이해관계를 먼저 밝히고 제안을 말해요.,Ich nenne zuerst die Interessenlage und dann den Vorschlag.,"I disclose the stake first, then the proposal.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0211,B2,반대 이유는 감정 대신 비용으로 말해요.,Den Gegengrund nenne ich mit Kosten statt mit Gefühl.,"I state the reason against with cost, not emotion.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0212,B2,수정안을 문구 단위로 읽어 달라고 했어요.,"Ich habe gebeten, den Änderungsantrag satzweise vorzulesen.",I asked them to read the amendment sentence by sentence.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0213,B2,표결 방식이 거수인지 비밀인지 확인해요.,"Ich prüfe, ob die Abstimmungsform per Hand oder geheim ist.",I check whether the voting method is a show of hands or secret.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0214,B2,방청만 하는 자리에서는 발언하지 않아요.,Auf dem Platz nur zum Zuhören spreche ich nicht.,In the public gallery seat I do not speak.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0215,B2,회의 정족이 안 차서 결정을 미뤘어요.,Ohne Beschlussfähigkeit haben wir die Entscheidung verschoben.,"There was no quorum, so we postponed the decision.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0216,B2,공개 질의는 개인 비난 없이 사실만 물어요.,"In der öffentlichen Nachfrage frage ich nur nach Fakten, ohne persönliche Kritik.","In a public question I ask only for facts, without personal blame.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0217,B2,후속 공지에 일정과 담당 부서를 같이 적어요.,In der Folgebekanntgabe stehen Termin und zuständige Stelle.,The follow-up notice includes the date and the responsible office.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0218,B2,양보 범위를 미리 적어 두고 회의에 들어가요.,Den Spielraum schreibe ich vor der Besprechung auf.,I write the concession range before I enter the meeting.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0219,B2,핵심 조건은 일정이고 나머지는 조정 가능해요.,"Die Kernbedingung ist der Termin, der Rest ist verhandelbar.",The must-have is the schedule; the rest can move.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0220,B2,거절만 하지 말고 대안 제시를 한 줄 붙어요.,"Statt nur abzulehnen, hänge ich einen Gegenvorschlag an.","Instead of only refusing, I add one line of counter-offer.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0221,B2,숫자가 나온 뒤 침묵 구간을 십 초 둬요.,Nach der Zahl lasse ich zehn Sekunden Denkpause.,After a number I leave a ten-second silent pause.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0222,B2,공동 초안을 화면에 띄우고 문장마다 확인해요.,Den Gemeinentwurf zeigen wir und prüfen Satz für Satz.,We put the joint draft on screen and check sentence by sentence.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0223,B2,결정 권한이 없는 안건은 보류한다고 말해요.,"Ohne Entscheidungskompetenz sage ich, dass der Punkt ruht.","If there is no decision right, I say the item is on hold.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0224,B2,논쟁은 시간 상자 십오 분을 넘기지 않아요.,Die Debatte bleibt im Zeitfenster von fünfzehn Minuten.,The debate does not leave a fifteen-minute time box.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0225,B2,이해 확인으로 상대 말을 한 문장으로 되풀이해요.,Im Verständnischeck wiederhole ich die andere Seite in einem Satz.,In the check for understanding I restate the other side in one sentence.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0226,B2,기록 담당을 정해야 합의가 흐려지지 않아요.,Ohne Protokollführung verwässert die Einigung.,Without a note owner the agreement blurs.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0227,B2,보류 사유가 자료 부족이면 날짜를 같이 정해요.,"Ist der Ruhegrund fehlendes Material, setzen wir ein Datum.","If the reason to pause is missing material, we set a date together.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0228,B2,상호 양보가 한쪽에만 있으면 다시 말해요.,"Liegt das wechselseitige Nachgeben nur auf einer Seite, spreche ich es an.","If the mutual concession is only on one side, I say so.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0229,B2,합의 문장을 채팅에 붙여 확인하고 끝나요.,Wir kleben den Einigungssatz in den Chat und schließen.,"We paste the agreed sentence in chat, confirm, and end.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0230,B2,한 장 요약에는 결정이 필요한 질문만 남기어요.,Auf dem Einseiter bleibt nur die Entscheidungsfrage.,On the one-pager I leave only the question that needs a decision.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0231,B2,"선택지 비교는 비용, 시간, 위험을 같은 순서로 적어요.","Im Optionsvergleich stehen Kosten, Zeit und Risiko in derselben Reihenfolge.","In the option compare I list cost, time, and risk in the same order.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0232,B2,가정 명시를 빼면 숫자가 사실처럼 보여요.,Ohne Annahmenklarheit wirkt die Zahl wie eine Tatsache.,Without a stated assumption the number looks like a fact.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0233,B2,영향 집단을 먼저 적고 혜택을 나중에 적어요.,"Zuerst nenne ich die betroffene Gruppe, dann den Nutzen.","I name the affected group first, then the benefit.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0234,B2,실행 단계는 이번 달에 할 일만 세 개로 줄여요.,Die Umsetzungsschritte kürze ich auf drei Aufgaben in diesem Monat.,I cut implementation steps to three tasks this month.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0235,B2,반대 시나리오를 한 단락만 넣어도 설득이 단단해져요.,Schon ein Absatz Gegenszenario macht die Begründung fester.,Even one paragraph of counter-case makes the case firmer.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0236,B2,측정 지표가 모호하면 성공을 나중에 다툴 수 있어요.,"Ist die Messgröße unklar, streiten wir später über Erfolg.","If the metric is vague, we may later argue about success.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0237,B2,권고 문장은 동사로 시작하고 조건을 붙어요.,Der Empfehlungssatz beginnt mit einem Verb und nennt die Bedingung.,The recommendation line starts with a verb and adds a condition.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0238,B2,공개 범위를 내부와 외부로 나눠 적어요.,Den Öffnungsgrad teile ich in intern und extern.,I split the disclosure scope into internal and external.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0239,B2,결정 기한을 적지 않으면 논의가 늘어져요.,Ohne Entscheidungsfrist zieht sich die Debatte.,Without a decision deadline the discussion stretches.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0240,B2,근거 각주는 링크보다 날짜와 기관을 먼저 적어요.,In der Belegfußnote stehen Datum und Stelle vor dem Link.,In the source footnote I put date and institution before the link.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0241,B2,남은 불확실성을 숨기지 않고 마지막에 적어요.,"Die Restunsicherheit verstecke ich nicht, sondern schreibe sie ans Ende.",I do not hide remaining uncertainty; I put it at the end.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0242,B2,같은 답이 두 번이면 상위 담당 연결을 요청해요.,"Kommt dieselbe Antwort zweimal, bitte ich um die nächste Ebene.","If the same answer comes twice, I ask for the next-level owner.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0243,B2,사건 번호를 제목에 넣고 이력을 붙여요.,Die Fallnummer setze ich in den Betreff und hänge den Verlauf an.,I put the case id in the subject and attach the history.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0244,B2,약속 불이행 날짜를 표로 정리했어요.,Die Daten der Nichteinhaltung habe ich tabellarisch geordnet.,I listed the dates of the broken promise in a table.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0245,B2,보상 한도를 먼저 밝히면 기대가 맞춰져요.,"Nennt man den Kulanzrahmen zuerst, passen die Erwartungen.","If you state the goodwill limit first, expectations align.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0246,B2,재발 기록이 세 번이면 점검을 요구해요.,Bei drei Wiederholungsnotizen verlange ich eine Prüfung.,"If the repeat log hits three, I demand an inspection.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0247,B2,감정 분리 후에 사실만 세 문장으로 말해요.,Nach dem Sachton nenne ich die Fakten in drei Sätzen.,"After I separate the feeling, I state facts in three sentences.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0248,B2,우회 채널로 개인 메시지를 보내지 않아요.,Über den Nebenweg schicke ich keine private Nachricht.,I do not send a private message through a side channel.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0249,B2,최종 통지에는 기한과 다음 절차를 같이 적어요.,In der letzten Mitteilung stehen Frist und nächster Schritt.,The final notice includes the deadline and the next step.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0250,B2,책임 소재가 두 부서면 한 사람을 지정해 달라고 해요.,"Liegt die Zuständigkeit bei zwei Stellen, bitte ich um eine Person.","If who owns it is two offices, I ask them to name one person.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0251,B2,사진만으로 부족하면 현장 확인을 요청해요.,"Reichen Fotos nicht, bitte ich um eine Vor-Ort-Prüfung.","If photos are not enough, I request an on-site check.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0252,B2,합의 조건을 구두로만 듣지 않고 글로 받아요.,"Die Vergleichsklausel höre ich nicht nur mündlich, ich lasse sie schreiben.",I do not take the settlement term only verbally; I get it in writing.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0253,B2,종결 확인이 오기 전에는 사건을 닫지 않아요.,Ohne Abschlussbestätigung schließe ich den Fall nicht.,I do not close the case before the closure confirm arrives.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0254,B2,연구 질문을 한 문장으로 고정하고 자료를 모아요.,Ich fixiere die Leitfrage in einem Satz und sammle dann Material.,"I lock the research question in one sentence, then gather sources.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0255,B2,표본 크기가 작으면 일반화를 낮춰 말해요.,"Ist der Stichprobenumfang klein, formuliere ich die Verallgemeinerung schwächer.","If the sample size is small, I weaken the generalization.",rights: original; derived from same-batch vocab example,draft,
cloze_b2_0256,B2,한계 문장을 결과보다 먼저 읽게 배치해요.,Den Grenzsatz setze ich vor das Ergebnis.,I place the limitation line before the result.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0257,B2,숫자 하나는 교차 확인 없이 발표하지 않아요.,Eine Zahl trage ich nicht ohne Gegenprobe vor.,I do not present one number without a cross-check.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0258,B2,용어 정의를 슬라이드 아래에 작게 적어요.,Die Arbeitsdefinition steht klein unter der Folie.,I put the working definition in small type under the slide.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0259,B2,인용 형식을 팀 안에서 하나로 맞춰요.,Die Belegform vereinheitlichen wir im Team.,We unify the citation form inside the team.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0260,B2,결과 강도를 '보인다'와 '확인된다'로 나눠요.,Die Aussagestärke teile ich in 'scheint' und 'ist belegt'.,I split claim strength into 'appears' and 'is confirmed'.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0261,B2,도표 읽기는 축부터 소리 내어 확인해요.,Bei der Diagrammlektüre prüfe ich zuerst die Achsen laut.,In chart reading I check the axes out loud first.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0262,B2,반례 찾기를 다섯 분만 해도 주장이 조심스러워져요.,Schon fünf Minuten Gegenbeispielsuche machen die These vorsichtiger.,Even five minutes of looking for counterexamples makes the claim more careful.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0263,B2,요약 문단은 새 정보를 넣지 않아요.,Der Kurzabsatz enthält keine neue Information.,The summary paragraph does not add new information.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0264,B2,후속 조사 질문을 발표 끝에 하나만 남겨요.,Am Ende lasse ich nur eine Frage für die Anschlussrecherche.,At the end I leave only one follow-up study question.,rights: original; derived from same-batch vocab example,draft,
cloze_b2_0265,B2,출처 목록을 날짜순으로 정리해 공유해요.,Die Quellenliste teile ich nach Datum geordnet.,I share the source list sorted by date.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0053,C1,불확실성 구간을 숨기면 결론이 과해 보여요.,"Versteckt man die Unsicherheitsspanne, wirkt die Schlussfolgerung zu stark.","If you hide the uncertainty range, the conclusion looks too strong.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0054,C1,표본 편향을 인정해야 비교가 정직해져요.,Erst mit der Stichprobenverzerrung wird der Vergleich ehrlich.,Only after naming sample bias is the comparison honest.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0055,C1,과잉 일반화를 피하려고 적용 범위를 좁혀요.,"Um Überverallgemeinerung zu vermeiden, verenge ich den Geltungsbereich.",To avoid overgeneralization I narrow the scope of application.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0056,C1,신뢰 구간이 넓으면 순위 주장을 내려요.,"Ist das Konfidenzintervall breit, senke ich die Rangbehauptung.","If the confidence interval is wide, I lower the ranking claim.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0057,C1,공개 한계문을 첫 문단에 두면 오해가 줄어요.,"Steht der Grenzhinweis im ersten Absatz, sinken Missverständnisse.",A public limitation note in the first paragraph reduces misunderstanding.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0058,C1,설명 강도를 자료가 감당하는 만큼만 올려요.,"Die Erklärstärke hebe ich nur so weit, wie die Daten tragen.",I raise explanatory strength only as far as the data can carry.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0059,C1,관측 공백이 있는 달은 추세를 단정하지 않아요.,In Monaten mit Beobachtungslücke behaupte ich keinen Trend.,In months with an observation gap I do not assert a trend.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0060,C1,측정 오차를 말하면 작은 차이를 과장하지 않게 돼요.,"Nennt man die Messabweichung, übertreibt man kleine Differenzen weniger.",Naming measurement error keeps small differences from being overstated.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0061,C1,상관만 있으면 인과 단정을 하지 않아요.,Bei bloßer Korrelation mache ich keine Kausalbehauptung.,"If there is only correlation, I do not make a causal leap.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0062,C1,재현 여부를 확인하기 전에는 정책을 바꾸지 말자고 해요.,Vor der Prüfung der Replizierbarkeit soll die Politik nicht geändert werden.,I argue we should not change policy before checking replicability.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0063,C1,선택 보고를 줄이려고 실패한 지표도 표에 남겨요.,Gegen selektives Berichten lasse ich auch gescheiterte Kennzahlen in der Tabelle.,To reduce selective reporting I keep failed metrics in the table.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0064,C1,잠정 결론이라고 쓰면 청자가 여지를 남겨 둬요.,"Nennt man es ein vorläufiges Fazit, bleibt für die Hörenden Spielraum.",Calling it a provisional conclusion leaves listeners room.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0065,C1,브리핑 문안은 숫자보다 행동을 앞에 두지 않아요.,In der Lageformulierung steht die Zahl vor der Handlung.,In briefing wording I do not put action ahead of the number.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0066,C1,위험 등급을 바꿀 때는 기준표를 같이 보여요.,Beim Wechsel der Risikostufe zeige ich die Tabelle mit.,When I change the risk grade I show the criteria table too.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0067,C1,비전문가 설명에서는 은유를 한 개만 써요.,In der Laienerklärung nutze ich nur eine Metapher.,In a plain-language explainer I use only one metaphor.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0068,C1,질의 시간을 내부에서 줄이지 않고 공개해요.,"Das Nachfragfenster kürze ich nicht intern, sondern mache es öffentlich.",I do not cut the question window internally; I keep it public.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0069,C1,오해 예방을 위해 '전원' 대신 분모를 말해요.,Zur Missverständnisvorsorge nenne ich den Nenner statt 'alle'.,For misread prevention I say the denominator instead of 'everyone'.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0070,C1,속보 절제가 필요할 때는 확인 시각을 밝히고 기다려요.,Bei Eilzurückhaltung nenne ich die Prüfzeit und warte.,When holding a flash update I state the check time and wait.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0071,C1,공동 발표는 기관마다 다른 수치를 먼저 맞추어요.,Vor der Gemeinerklärung gleichen wir abweichende Zahlen ab.,Before a joint statement we align numbers that differ by office.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0072,C1,시각 자료의 축을 읽지 않으면 설명을 시작하지 않아요.,Ohne gelesene Achsen beginne ich das Schaubild nicht.,I do not start the visual aid until the axes have been read.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0073,C1,정정 창구를 브리핑 끝에 크게 안내해요.,Den Korrekturkanal nenne ich am Ende der Lage deutlich.,I announce the correction channel clearly at the end of the briefing.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0074,C1,행동 권고는 대상과 기한을 빠뜨리지 않아요.,Die Handlungsempfehlung nennt Zielgruppe und Frist.,Action advice always names the audience and the deadline.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0075,C1,자료 공개일을 앞당기면 검수 시간이 줄어든다고 말해요.,"Ein früherer Veröffentlichungstag verkürzt die Prüfung, das sage ich offen.",I say openly that moving the release day up shortens review time.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0076,C1,발언 기록을 남기면 나중에 과장 여부를 확인할 수 있어요.,"Mit Wortprotokoll lässt sich später prüfen, ob übertrieben wurde.",A spoken record lets us later check whether something was overstated.,rights: original; derived from same-batch vocab example,draft,
